event_id,game,market,description,name,point,ballybet_price,ballybet_decimal_odds,ballybet_implied_prob,ballybet_implied_prob_diff,ballybet_dejuice,ballybet_name,betmgm_price,betmgm_decimal_odds,betmgm_implied_prob,betmgm_implied_prob_diff,betmgm_dejuice,betmgm_name,betonlineag_price,betonlineag_decimal_odds,betonlineag_implied_prob,betonlineag_implied_prob_diff,betonlineag_dejuice,betonlineag_name,bovada_price,bovada_decimal_odds,bovada_implied_prob,bovada_implied_prob_diff,bovada_dejuice,bovada_name,draftkings_price,draftkings_decimal_odds,draftkings_implied_prob,draftkings_implied_prob_diff,draftkings_dejuice,draftkings_name,espnbet_price,espnbet_decimal_odds,espnbet_implied_prob,espnbet_implied_prob_diff,espnbet_dejuice,espnbet_name,event_id,fanduel_price,fanduel_decimal_odds,fanduel_implied_prob,fanduel_implied_prob_diff,fanduel_dejuice,fanduel_name,fliff_price,fliff_decimal_odds,fliff_implied_prob,fliff_implied_prob_diff,fliff_dejuice,fliff_name,hardrockbet_price,hardrockbet_decimal_odds,hardrockbet_implied_prob,hardrockbet_implied_prob_diff,hardrockbet_dejuice,hardrockbet_name,point,values_populated,avg_dejuiced_prob
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Ben Simmons,Over,6.5,,,,,,,,,,,,,-132.0,1.7575757575757576,0.5689655172413793,0.03844908531649671,0.5347344777795604,Over,,,,,,,,,,,,,,,,,,,9d0591b5528cb94518423d0b98163127,-113.0,1.8849557522123894,0.5305164319248826,-0.03844908531649671,0.5,Over,,,,,,,,,,,,,6.5,2,0.5173672388897802
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Ben Simmons,Under,6.5,,,,,,,,,,,,,102.0,2.02,0.49504950495049505,-0.03546692697438758,0.46526552222043954,Under,,,,,,,,,,,,,,,,,,,9d0591b5528cb94518423d0b98163127,-113.0,1.8849557522123894,0.5305164319248826,0.03546692697438758,0.5,Under,,,,,,,,,,,,,6.5,2,0.4826327611102198
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Cameron Johnson,Over,2.5,-215.0,1.4651162790697674,0.6825396825396826,,0.6350999131190268,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d0591b5528cb94518423d0b98163127,,,,,,,,,,,,,,,,,,,2.5,1,0.6350999131190268
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Cameron Johnson,Over,3.5,120.0,2.2,0.45454545454545453,-0.009573880788761646,0.4254270696452036,Over,115.0,2.15,0.46511627906976744,0.0023182968010904137,0.43348916277093075,Over,118.0,2.1799999999999997,0.4587155963302753,-0.004882471280838185,0.4307128806891406,Over,125.0,2.25,0.4444444444444444,-0.020937517152397944,0.4165029469548133,Over,110.0,2.1,0.47619047619047616,0.014776768561887754,0.4479822288041465,Over,115.0,2.15,0.46511627906976744,0.0023182968010904137,0.43668122270742354,Over,9d0591b5528cb94518423d0b98163127,122.0,2.2199999999999998,0.4504504504504505,-0.014180760395641145,0.4250232434586267,Over,105.0,2.05,0.48780487804878053,0.027842970652480148,0.43928719436386243,Over,115.0,2.15,0.46511627906976744,0.0023182968010904137,0.4304635761589404,Over,3.5,9,0.4317299472836764
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Cameron Johnson,Under,2.5,155.0,2.55,0.3921568627450981,,0.36490008688097303,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d0591b5528cb94518423d0b98163127,,,,,,,,,,,,,,,,,,,2.5,1,0.36490008688097303
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Cameron Johnson,Under,3.5,-159.0,1.6289308176100628,0.613899613899614,0.005029383448364122,0.5745729303547964,Under,-155.0,1.6451612903225805,0.607843137254902,-0.001784152776936887,0.5665108372290694,Under,-154.0,1.6493506493506493,0.6062992125984252,-0.003521068015473361,0.5692871193108593,Under,-165.0,1.606060606060606,0.6226415094339623,0.014864015924505924,0.5834970530451867,Under,-142.0,1.704225352112676,0.5867768595041323,-0.025483715246552796,0.5520177711958534,Under,-150.0,1.6666666666666665,0.6000000000000001,-0.010607682188701562,0.5633187772925765,Under,9d0591b5528cb94518423d0b98163127,-156.0,1.641025641025641,0.609375,-6.080718870160595e-05,0.5749767565413734,Under,-165.0,1.606060606060606,0.6226415094339623,0.014864015924505924,0.5607128056361377,Under,-160.0,1.625,0.6153846153846154,0.006700010118990574,0.5695364238410596,Under,3.5,9,0.5682700527163236
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Franz Wagner,Over,5.5,-190.0,1.526315789473684,0.6551724137931035,,0.611260053619303,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d0591b5528cb94518423d0b98163127,,,,,,,,,,,,,,,,,,,5.5,1,0.611260053619303
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Franz Wagner,Over,6.5,108.0,2.08,0.4807692307692307,0.002982295164165427,0.449633631855525,Over,-105.0,1.9523809523809523,0.5121951219512195,0.03833642274390281,0.47539370078740156,Over,113.0,2.13,0.4694835680751174,-0.009714075366712094,0.4409848065558551,Over,120.0,2.2,0.45454545454545453,-0.0265194530875828,0.4248366013071895,Over,105.0,2.05,0.48780487804878053,0.010897398353658938,0.45920859794821695,Over,110.0,2.1,0.47619047619047616,-0.002168803736933511,0.44943820224719105,Over,9d0591b5528cb94518423d0b98163127,108.0,2.08,0.4807692307692307,0.0029822951641653717,0.45329879628218805,Over,110.0,2.1,0.47619047619047616,-0.002168803736933511,0.43336058871627137,Over,115.0,2.15,0.46511627906976744,-0.014627275497730852,0.42759177087535294,Over,6.5,9,0.4459718551750213
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Franz Wagner,Under,5.5,140.0,2.4,0.4166666666666667,,0.38873994638069703,Under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d0591b5528cb94518423d0b98163127,,,,,,,,,,,,,,,,,,,5.5,1,0.38873994638069703
9d0591b5528cb94518423d0b98163127,Orlando Magic @ Brooklyn Nets,player_assists,Franz Wagner,Under,6.5,-143.0,1.6993006993006992,0.5884773662551441,-0.006355143391677309,0.5503663681444749,Under,-130.0,1.7692307692307692,0.5652173913043479,-0.03252261521132305,0.5246062992125985,Under,-147.0,1.6802721088435373,0.5951417004048584,0.0011422325267511635,0.559015193444145,Under,-160.0,1.625,0.6153846153846154,0.02391551187897789,0.5751633986928104,Under,-135.0,1.7407407407407407,0.574468085106383,-0.022115584684033518,0.5407914020517831,Under,-140.0,1.7142857142857144,0.5833333333333333,-0.01214218042871451,0.550561797752809,Under,9d0591b5528cb94518423d0b98163127,-138.0,1.7246376811594204,0.5798319327731092,-0.016081256058966598,0.5467012037178121,Under,-165.0,1.606060606060606,0.6226415094339623,0.03207951768449324,0.5666394112837285,Under,-165.0,1.606060606060606,0.6226415094339623,0.03207951768449324,0.5724082291246471,Under,6.5,9,0.5540281448249788
