event_id,game,market,description,name,point,betonlineag_price,betonlineag_decimal_odds,betonlineag_implied_prob,betonlineag_implied_prob_diff,betonlineag_dejuice,betonlineag_name,bovada_price,bovada_decimal_odds,bovada_implied_prob,bovada_implied_prob_diff,bovada_dejuice,bovada_name,draftkings_price,draftkings_decimal_odds,draftkings_implied_prob,draftkings_implied_prob_diff,draftkings_dejuice,draftkings_name,espnbet_price,espnbet_decimal_odds,espnbet_implied_prob,espnbet_implied_prob_diff,espnbet_dejuice,espnbet_name,event_id.1,fanduel_price,fanduel_decimal_odds,fanduel_implied_prob,fanduel_implied_prob_diff,fanduel_dejuice,fanduel_name,fliff_price,fliff_decimal_odds,fliff_implied_prob,fliff_implied_prob_diff,fliff_dejuice,fliff_name,hardrockbet_price,hardrockbet_decimal_odds,hardrockbet_implied_prob,hardrockbet_implied_prob_diff,hardrockbet_dejuice,hardrockbet_name,point.1,williamhill_us_price,williamhill_us_decimal_odds,williamhill_us_implied_prob,williamhill_us_implied_prob_diff,williamhill_us_dejuice,williamhill_us_name,values_populated,avg_dejuiced_prob
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists,Zach LaVine,Over,4.5,-106.0,1.9433962264150944,0.5145631067961165,-0.0031744047722737,0.483560743054414,Over,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0076130817433682,0.4898785425101215,Over,-105.0,1.9523809523809523,0.5121951219512195,-0.0059370537579868,0.4796954314720812,Over,001a6f6b65837f6bd710af95226ce1b3,104.0,2.04,0.4901960784313725,-0.0316026045311416,0.4628151931056495,Over,-115.0,1.869565217391304,0.5348837209302326,0.0205329783841951,0.4862132352941176,Over,-110.0,1.9090909090909087,0.5238095238095238,0.0076130817433681,0.4809885931558935,Over,4.5,-109.0,1.9174311926605505,0.5215311004784688,0.0049549211904706,0.4842053307008884,Over,7,0.4810510098990237
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists,Zach LaVine,Under,4.5,-122.0,1.819672131147541,0.5495495495495495,-0.0097781098530723,0.516439256945586,Under,,,,,,,-120.0,1.8333333333333333,0.5454545454545454,-0.0145556146305771,0.5101214574898786,Under,-125.0,1.8,0.5555555555555556,-0.0027711028460652,0.5203045685279188,Under,001a6f6b65837f6bd710af95226ce1b3,-132.0,1.7575757575757576,0.5689655172413793,0.0128738524540623,0.5371848068943506,Under,-130.0,1.7692307692307692,0.5652173913043479,0.008501038860859,0.5137867647058824,Under,-130.0,1.7692307692307692,0.5652173913043479,0.008501038860859,0.5190114068441064,Under,4.5,-125.0,1.8,0.5555555555555556,-0.0027711028460652,0.5157946692991116,Under,7,0.5189489901009764
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,1.5,,,,,,,,,,,,,,,,,,,,,,,,,001a6f6b65837f6bd710af95226ce1b3,-1300.0,1.0769230769230769,0.9285714285714286,,0.8074534161490684,Over,,,,,,,,,,,,,1.5,,,,,,,1,0.8074534161490684
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,2.5,-500.0,1.2,0.8333333333333334,0.0,0.7246376811594204,Over,,,,,,,-500.0,1.2,0.8333333333333334,0.0,0.7246376811594204,Over,,,,,,,001a6f6b65837f6bd710af95226ce1b3,,,,,,,,,,,,,,,,,,,2.5,,,,,,,2,0.7246376811594204
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,3.5,-200.0,1.5,0.6666666666666666,0.0088820254948415,0.5797101449275363,Over,,,,,,,-195.0,1.5128205128205128,0.6610169491525424,0.0018198786021861,0.5747973470891673,Over,,,,,,,001a6f6b65837f6bd710af95226ce1b3,-165.0,1.606060606060606,0.6226415094339623,-0.0461494210460389,0.5414273995077934,Over,,,,,,,-190.0,1.526315789473684,0.6551724137931035,-0.0054857905971122,0.5697151424287857,Over,3.5,-225.0,1.4444444444444444,0.6923076923076923,0.0409333075461235,0.6020066889632107,Over,5,0.5735313445832986
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,4.5,117.0,2.17,0.4608294930875576,-0.0156310854717163,0.4007212983370066,Over,,,,,,,105.0,2.05,0.4878048780487805,0.024831991970118,0.4241781548250266,Over,,,,,,,001a6f6b65837f6bd710af95226ce1b3,,,,,,,,,,,,,115.0,2.15,0.4651162790697674,-0.0092009064984016,0.4044489383215369,Over,4.5,,,,,,,3,0.4097827971611901
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,5.5,183.0,2.83,0.3533568904593639,0.058218001570475,0.3072668612690121,Over,,,,,,,220.0,3.2,0.3125,-0.0030673341185708,0.2717391304347826,Over,,,,,,,001a6f6b65837f6bd710af95226ce1b3,260.0,3.6,0.2777777777777778,-0.0551506674519042,0.2415458937198067,Over,,,,,,,,,,,,,5.5,,,,,,,3,0.2735172951412005
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,6.5,304.0,4.04,0.2475247524752475,0.057048561999057,0.2152389151958674,Over,,,,,,,425.0,5.25,0.1904761904761904,-0.057048561999057,0.165631469979296,Over,,,,,,,001a6f6b65837f6bd710af95226ce1b3,,,,,,,,,,,,,,,,,,,6.5,,,,,,,2,0.1904351925875817
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,7.5,512.0,6.12,0.1633986928104575,0.0581355349157206,0.1420858198351804,Over,,,,,,,850.0,9.5,0.1052631578947368,-0.0581355349157206,0.091533180778032,Over,,,,,,,001a6f6b65837f6bd710af95226ce1b3,,,,,,,,,,,,,,,,,,,7.5,,,,,,,2,0.1168095003066062
001a6f6b65837f6bd710af95226ce1b3,Sacramento Kings @ Chicago Bulls,player_assists_alternate,Coby White,Over,8.5,881.0,9.81,0.1019367991845056,,0.0886406949430483,Over,,,,,,,,,,,,,,,,,,,001a6f6b65837f6bd710af95226ce1b3,,,,,,,,,,,,,,,,,,,8.5,,,,,,,1,0.0886406949430483
