event_id,game,market,description,name,point,ballybet_price,ballybet_decimal_odds,ballybet_implied_prob,ballybet_implied_prob_diff,ballybet_dejuice,ballybet_name,betanysports_price,betanysports_decimal_odds,betanysports_implied_prob,betanysports_implied_prob_diff,betanysports_dejuice,betanysports_name,betmgm_price,betmgm_decimal_odds,betmgm_implied_prob,betmgm_implied_prob_diff,betmgm_dejuice,betmgm_name,betonlineag_price,betonlineag_decimal_odds,betonlineag_implied_prob,betonlineag_implied_prob_diff,betonlineag_dejuice,betonlineag_name,betparx_price,betparx_decimal_odds,betparx_implied_prob,betparx_implied_prob_diff,betparx_dejuice,betparx_name,betus_price,betus_decimal_odds,betus_implied_prob,betus_implied_prob_diff,betus_dejuice,betus_name,bovada_price,bovada_decimal_odds,bovada_implied_prob,bovada_implied_prob_diff,bovada_dejuice,bovada_name,draftkings_price,draftkings_decimal_odds,draftkings_implied_prob,draftkings_implied_prob_diff,draftkings_dejuice,draftkings_name,espnbet_price,espnbet_decimal_odds,espnbet_implied_prob,espnbet_implied_prob_diff,espnbet_dejuice,espnbet_name,event_id.1,fanduel_price,fanduel_decimal_odds,fanduel_implied_prob,fanduel_implied_prob_diff,fanduel_dejuice,fanduel_name,fliff_price,fliff_decimal_odds,fliff_implied_prob,fliff_implied_prob_diff,fliff_dejuice,fliff_name,hardrockbet_price,hardrockbet_decimal_odds,hardrockbet_implied_prob,hardrockbet_implied_prob_diff,hardrockbet_dejuice,hardrockbet_name,lowvig_price,lowvig_decimal_odds,lowvig_implied_prob,lowvig_implied_prob_diff,lowvig_dejuice,lowvig_name,point.1,williamhill_us_price,williamhill_us_decimal_odds,williamhill_us_implied_prob,williamhill_us_implied_prob_diff,williamhill_us_dejuice,williamhill_us_name,windcreek_price,windcreek_decimal_odds,windcreek_implied_prob,windcreek_implied_prob_diff,windcreek_dejuice,windcreek_name,values_populated,avg_dejuiced_prob
805e342da7ccc8bd8ecf1db385a83f5a,Syracuse Orange @ Washington State Cougars,spreads,,Washington State Cougars,14.5,-114.0,1.8771929824561404,0.5327102803738317,0.0078202560679195,0.4632263307598537,Washington State Cougars,,,,,,,,,,,,,,,,,,,-114.0,1.8771929824561404,0.5327102803738317,0.0078202560679195,0.4632263307598537,Washington State Cougars,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0033056896374652,0.4554865424430642,Washington State Cougars,805e342da7ccc8bd8ecf1db385a83f5a,-108.0,1.925925925925926,0.5192307692307692,-0.0090291328609085,0.451505016722408,Washington State Cougars,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0033056896374652,0.4554865424430642,Washington State Cougars,,,,,,,14.5,,,,,,,,,,,,,5,0.4577861526256487
805e342da7ccc8bd8ecf1db385a83f5a,Syracuse Orange @ Washington State Cougars,totals,,Over,59.0,-112.0,1.8928571428571428,0.5283018867924528,0.0022461814914644,0.5032246968784934,Over,,,,,,,,,,,,,,,,,,,-112.0,1.8928571428571428,0.5283018867924528,0.0022461814914644,0.5032246968784934,Over,-110.0,1.9090909090909087,0.5238095238095238,-0.0044923629829289,0.5,Over,,,,,,,,,,,,,,,,,,,805e342da7ccc8bd8ecf1db385a83f5a,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,3,0.5021497979189956
805e342da7ccc8bd8ecf1db385a83f5a,Syracuse Orange @ Washington State Cougars,totals,,Over,59.5,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292443,0.5,Over,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292443,0.5,Over,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292443,0.5,Over,,,,,,,,,,,,,-115.0,1.869565217391304,0.5348837209302326,0.0120916981382098,0.5108342361863489,Over,-108.0,1.925925925925926,0.5192307692307692,-0.0053004704167495,0.4956702459300312,Over,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292444,0.5,Over,805e342da7ccc8bd8ecf1db385a83f5a,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292444,0.5,Over,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292444,0.5,Over,-108.0,1.925925925925926,0.5192307692307692,-0.0053004704167496,0.5,Over,59.5,-110.0,1.9090909090909087,0.5238095238095238,-0.0002129653292444,0.5,Over,,,,,,,10,0.5006504482116381
805e342da7ccc8bd8ecf1db385a83f5a,Syracuse Orange @ Washington State Cougars,totals,,Under,59.0,-109.0,1.9174311926605505,0.5215311004784688,-0.0011392116655275,0.4967753031215065,Under,,,,,,,,,,,,,,,,,,,-109.0,1.9174311926605505,0.5215311004784688,-0.0011392116655275,0.4967753031215065,Under,-110.0,1.9090909090909087,0.5238095238095238,0.0022784233310549,0.5,Under,,,,,,,,,,,,,,,,,,,805e342da7ccc8bd8ecf1db385a83f5a,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,3,0.4978502020810043
805e342da7ccc8bd8ecf1db385a83f5a,Syracuse Orange @ Washington State Cougars,totals,,Under,59.5,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,,,,,,,,,,,,,-105.0,1.9523809523809523,0.5121951219512195,-0.0116048027921014,0.4891657638136511,Under,-112.0,1.8928571428571428,0.5283018867924528,0.0062916025870466,0.5043297540699689,Under,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,805e342da7ccc8bd8ecf1db385a83f5a,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,-108.0,1.925925925925926,0.5192307692307692,-0.003787416925935,0.5,Under,59.5,-110.0,1.9090909090909087,0.5238095238095238,0.00130008816157,0.5,Under,,,,,,,10,0.499349551788362
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,h2h,,Buffalo Bulls,,-130.0,1.7692307692307692,0.5652173913043479,0.0077487699591004,0.5403677058353319,Buffalo Bulls,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5324675324675325,Buffalo Bulls,-120.0,1.8333333333333333,0.5454545454545454,-0.0135342948022252,0.5217391304347826,Buffalo Bulls,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5324675324675325,Buffalo Bulls,-130.0,1.7692307692307692,0.5652173913043479,0.0077487699591004,0.5403677058353319,Buffalo Bulls,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5324675324675325,Buffalo Bulls,-120.0,1.8333333333333333,0.5454545454545454,-0.0135342948022252,0.5217391304347826,Buffalo Bulls,-122.0,1.819672131147541,0.5495495495495495,-0.0091242903922208,0.5260865852617197,Buffalo Bulls,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5324675324675325,Buffalo Bulls,820cd85f932f2d100de978721e5bd948,-137.0,1.72992700729927,0.5780590717299579,0.0215782719559112,0.552982006111132,Buffalo Bulls,,,,,,,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5324675324675325,Buffalo Bulls,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5324675324675325,Buffalo Bulls,,-135.0,1.7407407407407407,0.574468085106383,0.0177110555920614,0.552594002855783,Buffalo Bulls,-125.0,1.8,0.5555555555555556,-0.0026562839242143,0.5263157894736842,Buffalo Bulls,14,0.5340712322176959
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,h2h,,Liberty Flames,,108.0,2.08,0.4807692307692307,-0.0065426155929496,0.4596322941646683,Liberty Flames,105.0,2.05,0.4878048780487805,0.0010342353234885,0.4675324675324676,Liberty Flames,100.0,2.0,0.5,0.014167443578648,0.4782608695652174,Liberty Flames,105.0,2.05,0.4878048780487805,0.0010342353234885,0.4675324675324676,Liberty Flames,108.0,2.08,0.4807692307692307,-0.0065426155929496,0.4596322941646683,Liberty Flames,105.0,2.05,0.4878048780487805,0.0010342353234885,0.4675324675324676,Liberty Flames,100.0,2.0,0.5,0.014167443578648,0.4782608695652174,Liberty Flames,102.0,2.02,0.495049504950495,0.0088361412176426,0.4739134147382802,Liberty Flames,105.0,2.05,0.4878048780487805,0.0010342353234885,0.4675324675324676,Liberty Flames,820cd85f932f2d100de978721e5bd948,114.0,2.14,0.4672897196261683,-0.0210590122085554,0.4470179938888679,Liberty Flames,,,,,,,105.0,2.05,0.4878048780487805,0.0010342353234885,0.4675324675324676,Liberty Flames,105.0,2.05,0.4878048780487805,0.0010342353234885,0.4675324675324676,Liberty Flames,,115.0,2.15,0.4651162790697674,-0.023399640500064,0.447405997144217,Liberty Flames,100.0,2.0,0.5,0.0141674435786479,0.4736842105263157,Liberty Flames,14,0.465928767782304
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,spreads,,Buffalo Bulls,-2.5,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,,,,,,,,,,,,,,,,,,,820cd85f932f2d100de978721e5bd948,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,,,3,0.4554865424430642
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,spreads,,Buffalo Bulls,-2.0,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Buffalo Bulls,,,,,,,4,0.4554865424430642
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,spreads,,Buffalo Bulls,-1.5,,,,,,,,,,,,,-115.0,1.869565217391304,0.5348837209302326,0.0061931528921499,0.4651162790697675,Buffalo Bulls,-115.0,1.869565217391304,0.5348837209302326,0.0061931528921499,0.4651162790697675,Buffalo Bulls,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0070958836527005,0.4554865424430642,Buffalo Bulls,,,,,,,-115.0,1.869565217391304,0.5348837209302326,0.0061931528921499,0.4651162790697675,Buffalo Bulls,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0070958836527005,0.4554865424430642,Buffalo Bulls,-111.0,1.900900900900901,0.5260663507109005,-0.0043876913710485,0.4574490006181743,Buffalo Bulls,-1.5,,,,,,,,,,,,,6,0.4606284871189343
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,spreads,,Liberty Flames,1.5,,,,,,,,,,,,,-105.0,1.9523809523809523,0.5121951219512195,-0.0027042487908887,0.4453870625662778,Liberty Flames,-105.0,1.9523809523809523,0.5121951219512195,-0.0027042487908887,0.4453870625662778,Liberty Flames,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0112330334390764,0.4554865424430642,Liberty Flames,,,,,,,-105.0,1.9523809523809523,0.5121951219512195,-0.0027042487908887,0.4453870625662778,Liberty Flames,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0112330334390764,0.4554865424430642,Liberty Flames,-101.0,1.99009900990099,0.5024875621890548,-0.0143533205054864,0.436945706251352,Liberty Flames,1.5,,,,,,,,,,,,,6,0.4473466631393856
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,spreads,,Liberty Flames,2.0,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,4,0.4554865424430642
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,spreads,,Liberty Flames,2.5,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,,,,,,,,,,,,,,,,,,,820cd85f932f2d100de978721e5bd948,-110.0,1.9090909090909087,0.5238095238095238,0.0,0.4554865424430642,Liberty Flames,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,3,0.4554865424430642
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,totals,,Over,50.5,-113.0,1.8849557522123892,0.5305164319248826,-0.0021836445026749,0.5053754192827041,Over,,,,,,,,,,,,,,,,,,,-113.0,1.8849557522123892,0.5305164319248826,-0.0021836445026749,0.5053754192827041,Over,,,,,,,,,,,,,,,,,,,,,,,,,820cd85f932f2d100de978721e5bd948,-115.0,1.869565217391304,0.5348837209302326,0.0043672890053499,0.5108342361863489,Over,,,,,,,,,,,,,,,,,,,50.5,,,,,,,,,,,,,3,0.5071950249172524
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,totals,,Over,51.0,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0016238606354884,0.5,Over,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0016238606354884,0.5,Over,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,-0.0016238606354884,0.5,Over,,,,,,,,,,,,,,,,,,,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,-115.0,1.869565217391304,0.5348837209302326,0.0122188857653974,0.5108342361863489,Over,-108.0,1.925925925925926,0.5192307692307692,-0.0073473038589318,0.5,Over,51.0,,,,,,,,,,,,,5,0.5021668472372698
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,totals,,Over,51.5,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0001800682458652,0.5,Over,,,,,,,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,0.0001800682458652,0.5,Over,-105.0,1.9523809523809523,0.5121951219512195,-0.0153058008985406,0.4891657638136511,Over,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,,,,,,,,,,,,,51.5,-115.0,1.869565217391304,0.5348837209302326,0.0149456644068102,0.5108342361863489,Over,,,,,,,4,0.5
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,totals,,Over,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.0,1.9090909090909087,0.5238095238095238,,0.5,Over,,,,,,,,,,,,,820cd85f932f2d100de978721e5bd948,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,1,0.5
820cd85f932f2d100de978721e5bd948,Buffalo Bulls @ Liberty Flames,totals,,Under,50.5,-108.0,1.925925925925926,0.5192307692307692,0.0035178236397748,0.494624580717296,Under,,,,,,,,,,,,,,,,,,,-108.0,1.925925925925926,0.5192307692307692,0.0035178236397748,0.494624580717296,Under,,,,,,,,,,,,,,,,,,,,,,,,,820cd85f932f2d100de978721e5bd948,-105.0,1.9523809523809523,0.5121951219512195,-0.0070356472795496,0.4891657638136511,Under,,,,,,,,,,,,,,,,,,,50.5,,,,,,,,,,,,,3,0.4928049750827477
