value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
ballybet,750.0,0.38867060403126774,Los Angeles Rams @ San Francisco 49ers,player_anytime_td,Israel Abanikanda,Yes,,750.0,310.0,,,600.0,350.0,370.0,,,0.1633730122389727,8.5
draftkings,115.0,-0.019471496229127916,Los Angeles Rams @ San Francisco 49ers,player_anytime_td,Patrick Taylor,Yes,,108.0,-115.0,110.0,,115.0,-160.0,-135.0,,,0.4560597691957544,2.15
betonlineag,103.0,0.03930455607035843,Los Angeles Rams @ San Francisco 49ers,player_receptions,George Kittle,Under,4.5,-120.0,-135.0,103.0,-130.0,-110.0,-125.0,-128.0,-135.0,-125.0,0.5119726877193884,2.03
ballybet,700.0,0.2030674639370289,Los Angeles Rams @ San Francisco 49ers,player_tds_over,Patrick Taylor,Over,1.5,700.0,450.0,550.0,,,,450.0,350.0,,0.1503834329921286,8.0
fanduel,125.0,-0.024206249906465027,Los Angeles Rams @ San Francisco 49ers,player_anytime_td,Puka Nacua,Yes,,105.0,110.0,120.0,,120.0,115.0,125.0,-130.0,-125.0,0.4336861111526822,2.25
betonlineag,110.0,-0.04227448468891559,Los Angeles Rams @ San Francisco 49ers,player_anytime_td,Patrick Taylor,Yes,,108.0,-115.0,110.0,,115.0,-160.0,-135.0,,,0.4560597691957544,2.1
draftkings,600.0,0.14361108567280878,Los Angeles Rams @ San Francisco 49ers,player_anytime_td,Israel Abanikanda,Yes,,750.0,310.0,,,600.0,350.0,370.0,,,0.1633730122389727,7.0
ballybet,460.0,0.1038584603801993,Los Angeles Rams @ San Francisco 49ers,player_tds_over,Isaac Guerendo,Over,1.5,460.0,400.0,300.0,,,,450.0,275.0,300.0,0.1971175822107499,5.6
ballybet,108.0,-0.051395680072830685,Los Angeles Rams @ San Francisco 49ers,player_anytime_td,Patrick Taylor,Yes,,108.0,-115.0,110.0,,115.0,-160.0,-135.0,,,0.4560597691957544,2.08
fanduel,450.0,0.08414670215912445,Los Angeles Rams @ San Francisco 49ers,player_tds_over,Isaac Guerendo,Over,1.5,460.0,400.0,300.0,,,,450.0,275.0,300.0,0.1971175822107499,5.5
bovada,-105.0,0.013610846086656858,Los Angeles Rams @ San Francisco 49ers,player_pass_completions,Matthew Stafford,Over,21.5,-132.0,-140.0,-116.0,-105.0,-125.0,-120.0,-120.0,-145.0,-135.0,0.519166530922434,1.9523809523809523
