value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
fanduel,265.0,0.07714071120366373,Denver Broncos @ Los Angeles Chargers,player_reception_yds_alternate,Javonte Williams,Over,24.5,,,144.0,,180.0,210.0,265.0,,200.0,0.2951070441653873,3.65
fanduel,-114.0,-0.03653679982620772,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Joshua Palmer,Over,2.5,,,-132.0,,,-170.0,-114.0,,,0.5132467514944501,1.8771929824561404
fanduel,-340.0,-0.06361072857236527,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Joshua Palmer,Over,1.5,,,-500.0,,,-550.0,-340.0,,-500.0,0.7235735279213541,1.2941176470588236
draftkings,425.0,0.11876235177865602,Denver Broncos @ Los Angeles Chargers,player_reception_yds_alternate,Devaughn Vele,Over,59.5,,,,220.0,425.0,,340.0,,,0.2130975908149821,5.25
fanduel,750.0,0.2691018436360052,Denver Broncos @ Los Angeles Chargers,player_anytime_td,Hayden Hurst,Yes,,350.0,,,,390.0,600.0,750.0,,,0.1493060992512947,8.5
draftkings,-250.0,-0.06676521310667638,Denver Broncos @ Los Angeles Chargers,player_rush_yds_alternate,Javonte Williams,Over,24.5,,-450.0,,,-250.0,,-310.0,,-350.0,0.6665962763523741,1.4
fanduel,-225.0,-0.06215607272265666,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Quentin Johnston,Over,2.5,,,-294.0,-280.0,,-350.0,-225.0,,,0.6492765650381607,1.4444444444444444
fanduel,210.0,0.01430917273411092,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Joshua Palmer,Over,3.5,,,152.0,,,150.0,210.0,,165.0,0.3271965073335842,3.1
fanduel,112.0,-0.031876999060924116,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Quentin Johnston,Over,3.5,,,110.0,-115.0,,-130.0,112.0,,-120.0,0.4566617928957905,2.12
fanduel,-162.0,-0.06664633250265162,Denver Broncos @ Los Angeles Chargers,player_reception_yds_alternate,Stone Smartt,Over,24.5,,-225.0,,,-210.0,-200.0,-162.0,,,0.5771118096739329,1.617283950617284
bovada,110.0,0.02750844529255525,Denver Broncos @ Los Angeles Chargers,player_pass_yds,Justin Herbert,Under,231.5,,-115.0,,110.0,-110.0,,,-120.0,-115.0,0.4892897358535977,2.1
betonlineag,110.0,-0.04101023491883993,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Quentin Johnston,Over,3.5,,,110.0,-115.0,,-130.0,112.0,,-120.0,0.4566617928957905,2.1
fanduel,470.0,0.08754672437536914,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Joshua Palmer,Over,4.5,,,290.0,,,325.0,470.0,,,0.1907976709430472,5.7
draftkings,240.0,0.013204378461055377,Denver Broncos @ Los Angeles Chargers,player_reception_yds_alternate,Marvin Mims Jr.,Over,39.5,,,,150.0,240.0,185.0,186.0,,210.0,0.2980012877826634,3.4
fanduel,230.0,0.0009629503014991769,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Quentin Johnston,Over,4.5,,,192.0,170.0,,165.0,230.0,,,0.3033221061519695,3.3
draftkings,260.0,0.022452412870956007,Denver Broncos @ Los Angeles Chargers,player_reception_yds_alternate,Devaughn Vele,Over,49.5,,225.0,,140.0,260.0,225.0,230.0,,210.0,0.2840145591308211,3.6
espnbet,250.0,0.01779148374457984,Denver Broncos @ Los Angeles Chargers,player_rush_yds_alternate,Gus Edwards,Over,49.5,,165.0,,180.0,190.0,250.0,220.0,,185.0,0.2907975667841657,3.5
fanduel,490.0,0.13439503462270364,Denver Broncos @ Los Angeles Chargers,player_anytime_td,Justin Herbert,Yes,,425.0,350.0,350.0,240.0,350.0,300.0,490.0,395.0,400.0,0.1922703448513057,5.9
fanduel,164.0,-0.03461128775708078,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Troy Franklin,Over,2.5,,,149.0,,,110.0,164.0,,,0.3656775425162573,2.64
fanduel,178.0,-0.030789669267930364,Denver Broncos @ Los Angeles Chargers,player_receptions_alternate,Kimani Vidal,Over,2.5,,,134.0,,,140.0,178.0,,,0.3486368096158524,2.78
betonlineag,110.0,0.02082151552130629,Denver Broncos @ Los Angeles Chargers,player_sacks,Nik Bonitto,Under,0.5,105.0,,110.0,,,-120.0,,-125.0,-115.0,0.4861054835815744,2.1
