value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
ballybet,375.0,0.5139474544651639,Buffalo Bills @ Kansas City Chiefs,player_rush_yds_alternate,Ray Davis,Over,19.5,375.0,,135.0,,,210.0,,,,0.3187257798874029,4.75
fanduel,790.0,0.6134783848645013,Washington Commanders @ Philadelphia Eagles,player_reception_yds_alternate,Brian Robinson Jr.,Over,24.5,,,,420.0,452.0,400.0,790.0,,200.0,0.1812897061645507,8.9
ballybet,295.0,0.17877821473559252,Washington Commanders @ Philadelphia Eagles,player_rush_yds_alternate,Kenneth Gainwell,Over,19.5,295.0,,187.0,,,250.0,,,,0.2984248644900234,3.95
ballybet,255.0,0.1803690259788524,Washington Commanders @ Philadelphia Eagles,player_tds_over,Saquon Barkley,Over,1.5,255.0,250.0,150.0,163.0,,,200.0,,165.0,0.3324983171771415,3.55
fanduel,520.0,0.30229636635203017,Washington Commanders @ Philadelphia Eagles,player_reception_yds_alternate,Jahan Dotson,Over,24.5,,,209.0,475.0,489.0,,520.0,,200.0,0.210047801024521,6.2
fanduel,730.0,0.4508719757977899,Buffalo Bills @ Kansas City Chiefs,player_rush_yds_alternate,Patrick Mahomes,Over,49.5,,333.0,,575.0,382.0,,730.0,395.0,,0.1748038525057578,8.3
betmgm,250.0,0.16374411011999523,Washington Commanders @ Philadelphia Eagles,player_tds_over,Saquon Barkley,Over,1.5,255.0,250.0,150.0,163.0,,,200.0,,165.0,0.3324983171771415,3.5
betmgm,650.0,0.34148470636476635,Buffalo Bills @ Kansas City Chiefs,player_tds_over,Josh Allen,Over,1.5,480.0,650.0,300.0,350.0,,,500.0,,,0.1788646275153022,7.5
draftkings,457.0,0.20220567476002227,Buffalo Bills @ Kansas City Chiefs,player_rush_yds_alternate,Kareem Hunt,Over,59.5,,,,300.0,457.0,,320.0,,,0.2158358482513505,5.57
draftkings,489.0,0.2371815480344286,Washington Commanders @ Philadelphia Eagles,player_reception_yds_alternate,Jahan Dotson,Over,24.5,,,209.0,475.0,489.0,,520.0,,200.0,0.210047801024521,5.89
fanduel,350.0,0.1803507247888445,Buffalo Bills @ Kansas City Chiefs,player_rush_yds_alternate,Patrick Mahomes,Over,39.5,250.0,,,285.0,238.0,,350.0,230.0,,0.2623001610641877,4.5
draftkings,830.0,0.3515401390213986,Buffalo Bills @ Kansas City Chiefs,player_rush_yds_alternate,Kareem Hunt,Over,69.5,,,,480.0,830.0,,520.0,,,0.1453268966689676,9.3
bovada,475.0,0.20777485589099576,Washington Commanders @ Philadelphia Eagles,player_reception_yds_alternate,Jahan Dotson,Over,24.5,,,209.0,475.0,489.0,,520.0,,200.0,0.210047801024521,5.75
fanduel,400.0,0.17303886251332545,Washington Commanders @ Philadelphia Eagles,player_receptions_alternate,Jamison Crowder,Over,2.5,,,228.0,300.0,,225.0,400.0,,,0.2346077725026651,5.0
fanduel,-104.0,0.026473706850711265,Washington Commanders @ Philadelphia Eagles,player_rush_yds_alternate,Saquon Barkley,Over,124.5,,-140.0,,-145.0,,-130.0,-104.0,,,0.5233003211395783,1.9615384615384617
fanduel,-320.0,-0.06323146562516757,Washington Commanders @ Philadelphia Eagles,player_receptions_alternate,Jamison Crowder,Over,0.5,,,,-420.0,,-700.0,-320.0,,,0.7137284071427294,1.3125
