value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
bovada,3300.0,4.258243700449428,Tennessee Titans @ Indianapolis Colts,player_rush_yds_alternate,Jonathan Taylor,Over,124.5,,310.0,,3300.0,,400.0,320.0,,,0.1546542264838067,34.0
draftkings,1000.0,1.2495025963329978,Cleveland Browns @ Cincinnati Bengals,player_reception_yds_alternate,Chase Brown,Over,79.5,,,817.0,,1000.0,-170.0,,,800.0,0.2045002360302725,11.0
betonlineag,817.0,0.8752671643975989,Cleveland Browns @ Cincinnati Bengals,player_reception_yds_alternate,Chase Brown,Over,79.5,,,817.0,,1000.0,-170.0,,,800.0,0.2045002360302725,9.17
hardrockbet,800.0,0.8405021242724526,Cleveland Browns @ Cincinnati Bengals,player_reception_yds_alternate,Chase Brown,Over,79.5,,,817.0,,1000.0,-170.0,,,800.0,0.2045002360302725,9.0
betonlineag,128.0,0.12214579277525439,Cleveland Browns @ Cincinnati Bengals,player_receptions_alternate,Chase Brown,Over,4.5,,,128.0,100.0,,-800.0,100.0,,,0.4921692073575677,2.28
hardrockbet,600.0,0.5849115151324085,Arizona Cardinals @ Carolina Panthers,player_anytime_td,DeeJay Dallas,Yes,,195.0,190.0,300.0,260.0,310.0,250.0,310.0,540.0,600.0,0.2264159307332012,7.0
betonlineag,115.0,0.05877150710359136,San Francisco 49ers @ Miami Dolphins,player_receptions_alternate,Patrick Taylor,Over,1.5,,,115.0,,,-220.0,100.0,,-110.0,0.4924518637691122,2.15
fliff,540.0,0.44906195669248783,Arizona Cardinals @ Carolina Panthers,player_anytime_td,DeeJay Dallas,Yes,,195.0,190.0,300.0,260.0,310.0,250.0,310.0,540.0,600.0,0.2264159307332012,6.4
betonlineag,-143.0,0.004081962427964214,Los Angeles Rams @ New York Jets,player_receptions_alternate,Breece Hall,Over,2.5,,,-143.0,-200.0,,-350.0,-186.0,,,0.5908795087539049,1.6993006993006992
fanduel,2800.0,2.3834305098019097,Minnesota Vikings @ Seattle Seahawks,player_anytime_td,Kenny McIntosh,Yes,,575.0,310.0,1400.0,1000.0,1400.0,1400.0,2800.0,1575.0,260.0,0.1166700175793762,29.0
fanduel,270.0,0.1346646808123222,San Francisco 49ers @ Miami Dolphins,player_receptions_alternate,Patrick Taylor,Over,2.5,,,183.0,,,140.0,270.0,,,0.3066661299492763,3.7
bovada,350.0,0.20382981857462013,Cleveland Browns @ Cincinnati Bengals,player_receptions_alternate,Chase Brown,Over,6.5,,,314.0,350.0,,-175.0,320.0,,,0.2675177374610267,4.5
betonlineag,-105.0,0.0028867207257419203,Detroit Lions @ Chicago Bears,player_receptions_alternate,Tim Patrick,Over,2.5,,,-105.0,,,-185.0,-130.0,,,0.51367368622538,1.9523809523809523
hardrockbet,1200.0,0.9254948979026071,Philadelphia Eagles @ Washington Commanders,player_anytime_td,Ben Sinnott,Yes,,525.0,425.0,400.0,400.0,400.0,400.0,400.0,890.0,1200.0,0.1481149921463544,13.0
hardrockbet,2000.0,1.592833438401565,Tampa Bay Buccaneers @ Dallas Cowboys,player_anytime_td,Sean Tucker,Yes,,600.0,450.0,550.0,400.0,550.0,500.0,850.0,1135.0,2000.0,0.1234682589715031,21.0
draftkings,275.0,0.17500807062608748,Minnesota Vikings @ Seattle Seahawks,player_anytime_td,Zach Charbonnet,Yes,,190.0,-110.0,270.0,162.0,275.0,160.0,240.0,225.0,240.0,0.31333548550029,3.75
fanduel,2400.0,1.7597125806844471,Tennessee Titans @ Indianapolis Colts,player_anytime_td,Julius Chestnut,Yes,,1150.0,400.0,750.0,400.0,750.0,650.0,2400.0,,,0.1103885032273779,25.0
betonlineag,270.0,0.15934129635107297,Minnesota Vikings @ Seattle Seahawks,player_anytime_td,Zach Charbonnet,Yes,,190.0,-110.0,270.0,162.0,275.0,160.0,240.0,225.0,240.0,0.31333548550029,3.7
draftkings,850.0,0.474727512276919,Arizona Cardinals @ Carolina Panthers,player_reception_yds_alternate,Greg Dortch,Over,39.5,,,263.0,,850.0,,,,400.0,0.1552344749765178,9.5
