value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
betonlineag,110.0,0.01655040611562364,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Noah Gray,Over,2.5,,,110.0,-150.0,,-160.0,100.0,,,0.4840716219598208,2.1
bovada,-225.0,-0.02214446385385116,Houston Texans @ Kansas City Chiefs,player_pass_yds_alternate,Patrick Mahomes,Over,199.5,,-500.0,,-225.0,-330.0,-325.0,-250.0,-410.0,-375.0,0.6769769096396414,1.4444444444444444
fanduel,182.0,0.033190287972896804,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Najee Harris,Over,2.5,,,120.0,,,110.0,182.0,,,0.3663795347421619,2.8200000000000003
ballybet,105.0,0.05016421343338817,Houston Texans @ Kansas City Chiefs,player_sacks,George Karlaftis,Under,0.5,105.0,,-143.0,,,-130.0,,-125.0,-120.0,0.5122752260650675,2.05
fanduel,-158.0,-0.051429206973147346,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Najee Harris,Over,1.5,,,-172.0,,,-300.0,-158.0,,,0.5809076949544292,1.6329113924050631
fanduel,-360.0,-0.06583171929789666,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Rashod Bateman,Over,1.5,,,-625.0,-500.0,,-700.0,-360.0,,,0.731088219679907,1.2777777777777777
fanduel,290.0,0.054168142617630144,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Isiah Pacheco,Over,2.5,,,167.0,,,210.0,290.0,,,0.2702995237481103,3.9
fanduel,-120.0,-0.0382755518409823,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Rashod Bateman,Over,2.5,,,-137.0,-150.0,,-210.0,-120.0,,,0.5245769717231006,1.8333333333333333
betonlineag,115.0,0.03662385831280346,Houston Texans @ Kansas City Chiefs,player_sacks,Will Anderson Jr.,Over,0.5,-110.0,,115.0,,,100.0,-158.0,-115.0,-105.0,0.4821506317733969,2.15
fanduel,100.0,-0.03185675608035843,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Noah Gray,Over,2.5,,,110.0,-150.0,,-160.0,100.0,,,0.4840716219598208,2.0
espnbet,500.0,0.1629877369007805,Houston Texans @ Kansas City Chiefs,player_reception_yds_alternate,Isiah Pacheco,Over,24.5,,,,400.0,350.0,500.0,420.0,,200.0,0.1938312894834634,6.0
bovada,-125.0,-0.04122181333575636,Houston Texans @ Kansas City Chiefs,player_pass_yds_alternate,Patrick Mahomes,Over,224.5,,,,-125.0,-170.0,-170.0,-132.0,,-175.0,0.532654548146802,1.8
betonlineag,110.0,0.05325048748162464,Houston Texans @ Kansas City Chiefs,player_receptions,Noah Gray,Over,2.5,-120.0,-125.0,110.0,-120.0,-120.0,-120.0,102.0,-135.0,-120.0,0.501547851181726,2.1
fanduel,-250.0,-0.052232326504501936,Houston Texans @ Kansas City Chiefs,player_pass_yds_alternate,Patrick Mahomes,Over,199.5,,-500.0,,-225.0,-330.0,-325.0,-250.0,-410.0,-375.0,0.6769769096396414,1.4
espnbet,250.0,0.031214857052348055,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Travis Kelce,Over,6.5,,,150.0,200.0,,250.0,188.0,,,0.2946328163006709,3.5
fanduel,-290.0,-0.06620315386821574,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Noah Gray,Over,1.5,,,-312.0,-450.0,,-500.0,-290.0,,-400.0,0.6943617573800447,1.3448275862068966
fanduel,-140.0,-0.05219465585686556,Pittsburgh Steelers @ Baltimore Ravens,player_rush_yds_alternate,Najee Harris,Over,39.5,,,,-200.0,-155.0,-185.0,-140.0,,,0.5528864507501617,1.7142857142857144
betonlineag,110.0,0.02668177267698668,Houston Texans @ Kansas City Chiefs,player_sacks,George Karlaftis,Over,0.5,-136.0,,110.0,,,100.0,-132.0,-115.0,-110.0,0.4888960822271365,2.1
fanduel,200.0,0.003464597667496072,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Rashod Bateman,Over,3.5,,,143.0,175.0,,125.0,200.0,,,0.3344881992224987,3.0
betonlineag,425.0,0.164758581570687,Houston Texans @ Kansas City Chiefs,player_sacks,Mario Edwards Jr.,Over,0.5,,,425.0,,,300.0,,280.0,300.0,0.2218587774420356,5.25
fanduel,-320.0,-0.06110847133704422,Pittsburgh Steelers @ Baltimore Ravens,player_pass_tds_alternate,Russell Wilson,Over,0.5,,,-2000.0,-375.0,-350.0,-375.0,-320.0,-455.0,,0.7153459266003472,1.3125
fanduel,400.0,0.07523873576015805,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Najee Harris,Over,3.5,,,214.0,,,275.0,400.0,,,0.2150477471520316,5.0
bovada,-450.0,-0.06616251824108421,Houston Texans @ Kansas City Chiefs,player_pass_yds_alternate,Patrick Mahomes,Over,174.5,,,,-450.0,-700.0,,-490.0,-1130.0,-900.0,0.7640488487118401,1.2222222222222223
betonlineag,104.0,-0.04128779726506693,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Isiah Pacheco,Over,1.5,,,104.0,,,-145.0,104.0,,-125.0,0.4699569621249672,2.04
fanduel,104.0,-0.04128779726506693,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Isiah Pacheco,Over,1.5,,,104.0,,,-145.0,104.0,,-125.0,0.4699569621249672,2.04
espnbet,900.0,0.3027689383728429,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,Travis Kelce,Over,8.5,,,326.0,600.0,,900.0,550.0,,,0.1302768938372843,10.0
draftkings,-205.0,-0.0668660432471706,Houston Texans @ Kansas City Chiefs,player_rush_yds_alternate,Isiah Pacheco,Over,39.5,,,,-300.0,-205.0,,-240.0,,-260.0,0.6271883971617378,1.4878048780487805
fanduel,175.0,0.006091519718310456,Pittsburgh Steelers @ Baltimore Ravens,player_anytime_td,Zay Flowers,Yes,,145.0,160.0,120.0,137.0,120.0,135.0,175.0,135.0,,0.3658514617157492,2.75
espnbet,450.0,0.08647232321220066,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Justice Hill,Over,4.5,,,288.0,,,450.0,350.0,,,0.1975404224022183,5.5
fanduel,-196.0,-0.07115313947612079,Pittsburgh Steelers @ Baltimore Ravens,player_reception_yds_alternate,Mark Andrews,Over,24.5,,-350.0,,-225.0,-230.0,,-196.0,,,0.6150472454820282,1.510204081632653
fanduel,116.0,-0.040387820027268595,Houston Texans @ Kansas City Chiefs,player_reception_yds_alternate,Noah Gray,Over,24.5,,,,-125.0,-110.0,100.0,116.0,,-105.0,0.4442648981355238,2.16
fanduel,400.0,0.10676605059208566,Pittsburgh Steelers @ Baltimore Ravens,player_anytime_td,Isaiah Likely,Yes,,270.0,350.0,280.0,275.0,280.0,300.0,400.0,260.0,,0.2213532101184171,5.0
ballybet,-139.0,0.017431332326038218,Pittsburgh Steelers @ Baltimore Ravens,player_receptions,Najee Harris,Over,1.5,-139.0,-185.0,-172.0,-185.0,-170.0,-180.0,-156.0,-195.0,,0.591727845997152,1.7194244604316546
fanduel,-275.0,-0.07488889959041933,Houston Texans @ Kansas City Chiefs,player_receptions_alternate,DeAndre Hopkins,Over,2.5,,,-385.0,-350.0,,-450.0,-275.0,,,0.6784148069670257,1.3636363636363638
fanduel,142.0,-0.015224489211164816,Houston Texans @ Kansas City Chiefs,player_pass_yds_alternate,Patrick Mahomes,Over,249.5,,-105.0,109.0,140.0,115.0,110.0,142.0,110.0,115.0,0.4069320292515848,2.42
fanduel,-350.0,-0.0815217391304347,Pittsburgh Steelers @ Baltimore Ravens,player_receptions_alternate,Justice Hill,Over,1.5,,,-500.0,,,-400.0,-350.0,,,0.7143719806763287,1.2857142857142856
