value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
draftkings,475.0,0.20692740240482443,Denver Broncos @ Buffalo Bills,player_rush_yds_alternate,Audric Estime,Over,39.5,,,211.0,260.0,475.0,,420.0,,,0.2099004178095347,5.75
betonlineag,-147.0,-0.032963794391507095,Washington Commanders @ Tampa Bay Buccaneers,player_receptions_alternate,Cade Otton,Over,2.5,,,-147.0,,,-225.0,-215.0,,,0.5755235717589007,1.6802721088435373
fanduel,450.0,0.18530020703933736,Denver Broncos @ Buffalo Bills,player_reception_yds_alternate,Jaleel McLaughlin,Over,24.5,,,,,425.0,250.0,450.0,,200.0,0.2155091285526068,5.5
draftkings,950.0,0.3959758724431972,Denver Broncos @ Buffalo Bills,player_rush_yds_alternate,Audric Estime,Over,49.5,,,331.0,500.0,950.0,,750.0,,,0.1329500830898283,10.5
draftkings,425.0,0.13142292490118568,Denver Broncos @ Buffalo Bills,player_reception_yds_alternate,Jaleel McLaughlin,Over,24.5,,,,,425.0,250.0,450.0,,200.0,0.2155091285526068,5.25
hardrockbet,650.0,0.22377926095463518,Washington Commanders @ Tampa Bay Buccaneers,player_receptions_alternate,Cade Otton,Over,5.5,,,231.0,,,,520.0,,650.0,0.1631705681272847,7.5
draftkings,360.0,0.08643892339544479,Denver Broncos @ Buffalo Bills,player_reception_yds_alternate,Ty Johnson,Over,24.5,,,,,360.0,250.0,300.0,,200.0,0.2361823746511837,4.6
hardrockbet,525.0,0.15892733905156264,Green Bay Packers @ Philadelphia Eagles,player_rush_yds_alternate,Emanuel Wilson,Over,24.5,,,,,390.0,275.0,350.0,,525.0,0.18542837424825,6.25
draftkings,1100.0,0.4560336228802375,Denver Broncos @ Buffalo Bills,player_rush_yds_alternate,Ray Davis,Over,49.5,,,293.0,,1100.0,,630.0,,750.0,0.1213361352400198,12.0
betonlineag,-141.0,-0.05530085237135751,Washington Commanders @ Tampa Bay Buccaneers,player_receptions_alternate,Rachaad White,Over,1.5,,,-141.0,,,-210.0,,,-155.0,0.5527078000648904,1.7092198581560285
fanduel,200.0,0.0012879106781327199,Denver Broncos @ Buffalo Bills,player_receptions_alternate,Troy Franklin,Over,2.5,,,141.0,,,140.0,200.0,,,0.3337626368927109,3.0
fanduel,420.0,0.09148217260958047,Denver Broncos @ Buffalo Bills,player_rush_yds_alternate,Audric Estime,Over,39.5,,,211.0,260.0,475.0,,420.0,,,0.2099004178095347,5.2
betmgm,700.0,0.2591842762970007,Green Bay Packers @ Philadelphia Eagles,player_tds_over,Josh Jacobs,Over,1.5,540.0,700.0,450.0,350.0,,,550.0,,375.0,0.1573980345371251,8.0
