value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
bovada,100.0,0.4931221134990805,Chicago Bulls @ Indiana Pacers,player_rebounds_alternate,Josh Giddey,Over,3.5,,,,100.0,,-1600.0,-1300.0,,-1800.0,0.7465610567495403,2.0
betonlineag,-333.0,-0.0356540693585814,Toronto Raptors @ New York Knicks,player_assists_alternate,Immanuel Quickley,Over,3.5,,,-333.0,-500.0,-575.0,-600.0,-550.0,,-650.0,0.7416332445810448,1.3003003003003002
draftkings,-205.0,-0.025833065319061155,Portland Trail Blazers @ New Orleans Pelicans,player_points_rebounds_assists_alternate,C.J. McCollum,Over,29.5,,,,,-205.0,-300.0,,-310.0,,0.6547679397035818,1.4878048780487805
betmgm,310.0,0.12105672786773747,Portland Trail Blazers @ New Orleans Pelicans,player_assists_alternate,Scoot Henderson,Over,6.5,,310.0,164.0,,220.0,,,,210.0,0.2734284702116433,4.1
betonlineag,-103.0,0.0005856647807322979,Washington Wizards @ Philadelphia 76ers,player_assists_alternate,Tyrese Maxey,Over,7.5,,,-103.0,-135.0,-130.0,-155.0,-125.0,,-160.0,0.507686322524214,1.970873786407767
betmgm,333.0,0.14433709071390233,Detroit Pistons @ Brooklyn Nets,player_points_alternate,Ron Holland,Over,9.5,,333.0,,200.0,215.0,250.0,250.0,,,0.2642810833057511,4.33
fanduel,-130.0,-0.01874504849333236,Toronto Raptors @ New York Knicks,player_points_alternate,Karl-Anthony Towns,Over,24.5,,,,-180.0,-185.0,-175.0,-130.0,,-175.0,0.554622363895073,1.7692307692307692
bovada,125.0,0.08291100197437928,Toronto Raptors @ New York Knicks,player_points_rebounds_assists,R.J. Barrett,Under,30.5,,-110.0,,125.0,-120.0,-110.0,,-120.0,-110.0,0.4812937786552797,2.25
betonlineag,-167.0,-0.025263185979299663,Washington Wizards @ Philadelphia 76ers,player_rebounds_alternate,Tyrese Maxey,Over,3.5,,,-167.0,-240.0,,-240.0,-200.0,,-250.0,0.6096668462226852,1.598802395209581
fanduel,210.0,0.05776946147194484,Toronto Raptors @ New York Knicks,player_points_alternate,Karl-Anthony Towns,Over,29.5,,,157.0,155.0,145.0,150.0,210.0,,150.0,0.3412159553135306,3.1
draftkings,265.0,0.062206202197964355,Washington Wizards @ Philadelphia 76ers,player_points_rebounds_assists_alternate,Tyrese Maxey,Over,49.5,,,169.0,,265.0,210.0,,,,0.291015397862456,3.65
ballybet,650.0,0.35371446726528877,Detroit Pistons @ Brooklyn Nets,player_double_double,Ben Simmons,Yes,,650.0,360.0,,400.0,350.0,330.0,500.0,340.0,350.0,0.1804952623020385,7.5
betmgm,525.0,0.2185451001240475,Los Angeles Clippers @ Denver Nuggets,player_points_alternate,Russell Westbrook,Over,19.5,,525.0,296.0,,300.0,375.0,,,350.0,0.1949672160198476,6.25
fanduel,-140.0,-0.03352931583550989,Toronto Raptors @ New York Knicks,player_assists_alternate,Jalen Brunson,Over,7.5,,,-182.0,-180.0,-190.0,-185.0,-140.0,,-195.0,0.5637745657626192,1.7142857142857144
ballybet,350.0,0.14948800414525554,Washington Wizards @ Philadelphia 76ers,player_double_double,Guerschon Yabusele,Yes,,350.0,240.0,,250.0,220.0,230.0,270.0,230.0,230.0,0.2554417786989457,4.5
draftkings,-105.0,-0.02427535878188325,Chicago Bulls @ Indiana Pacers,player_assists_alternate,Myles Turner,Over,1.5,,,,,-105.0,-125.0,,-135.0,,0.4997614015995232,1.9523809523809523
fanduel,-430.0,-0.07096826739780249,Washington Wizards @ Philadelphia 76ers,player_assists_alternate,Caleb Martin,Over,1.5,,,-833.0,,,-525.0,-430.0,,,0.7537427264508394,1.2325581395348837
fanduel,-260.0,-0.0652173913043479,Detroit Pistons @ Brooklyn Nets,player_assists_alternate,Nicolas Claxton,Over,1.5,,,-400.0,,,-300.0,-260.0,,,0.6751207729468599,1.3846153846153846
fanduel,240.0,0.049826152188605866,Chicago Bulls @ Indiana Pacers,player_points_alternate,Tyrese Haliburton,Over,24.5,,165.0,162.0,200.0,175.0,,240.0,,185.0,0.3087723977025312,3.4
draftkings,-390.0,-0.06223784603423543,Portland Trail Blazers @ New Orleans Pelicans,player_points_rebounds_assists_alternate,Herb Jones,Over,14.5,,,,,-390.0,-500.0,,-595.0,,0.7463821225441799,1.2564102564102564
