value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
hardrockbet,850.0,0.8882869353274907,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Amen Thompson,Over,7.5,,,530.0,-1000.0,800.0,800.0,750.0,,850.0,0.1987670458239464,9.5
draftkings,800.0,0.7889034124155174,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Amen Thompson,Over,7.5,,,530.0,-1000.0,800.0,800.0,750.0,,850.0,0.1987670458239464,9.0
espnbet,800.0,0.7889034124155174,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Amen Thompson,Over,7.5,,,530.0,-1000.0,800.0,800.0,750.0,,850.0,0.1987670458239464,9.0
fanduel,750.0,0.6895198895035444,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Amen Thompson,Over,7.5,,,530.0,-1000.0,800.0,800.0,750.0,,850.0,0.1987670458239464,8.5
bovada,-250.0,0.01057651711400931,Houston Rockets @ Atlanta Hawks,player_rebounds_alternate,Amen Thompson,Over,7.5,,,,-250.0,-475.0,-600.0,-380.0,,-575.0,0.7218403693671496,1.4
fanduel,360.0,0.3099028029182542,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,Tyrese Maxey,Over,5.5,,,198.0,250.0,220.0,,360.0,,200.0,0.2847614788952727,4.6
betonlineag,-130.0,0.07272043830346853,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,Tyrese Maxey,Over,3.5,,,-130.0,-185.0,-210.0,-240.0,-130.0,,-225.0,0.6063202477367431,1.7692307692307692
fanduel,-130.0,0.07272043830346853,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,Tyrese Maxey,Over,3.5,,,-130.0,-185.0,-210.0,-240.0,-130.0,,-225.0,0.6063202477367431,1.7692307692307692
draftkings,-130.0,0.05788701561047205,Utah Jazz @ Golden State Warriors,player_points_rebounds_assists_alternate,John Collins,Over,24.5,,,-213.0,,-130.0,-180.0,,,,0.5979361392580929,1.7692307692307692
fanduel,220.0,0.1694385835895158,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Vit Krejci,Over,5.5,,,185.0,,140.0,,220.0,,135.0,0.3654495573717237,3.2
draftkings,-320.0,-0.029968453062283018,Los Angeles Lakers @ Philadelphia 76ers,player_points_rebounds_assists_alternate,LeBron James,Over,34.5,,,,,-320.0,-550.0,,-510.0,,0.7390716548096892,1.3125
betmgm,550.0,0.29320229320229285,Utah Jazz @ Golden State Warriors,player_points_alternate,Gary Payton II,Over,9.5,,550.0,,,270.0,400.0,,,,0.1989541989541989,6.5
fanduel,-260.0,-0.028793684752142834,Los Angeles Lakers @ Philadelphia 76ers,player_assists_alternate,Eric Gordon,Over,1.5,,,-400.0,,,-375.0,-260.0,,,0.7014267832345635,1.3846153846153846
betonlineag,530.0,0.2522323886908622,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Amen Thompson,Over,7.5,,,530.0,-1000.0,800.0,800.0,750.0,,850.0,0.1987670458239464,6.3
draftkings,310.0,0.16370537332335,Los Angeles Lakers @ Philadelphia 76ers,player_points_rebounds_assists_alternate,Max Christie,Over,19.5,,,229.0,,310.0,190.0,,,,0.2838305788593537,4.1
fanduel,-320.0,-0.048548437271263345,Houston Rockets @ Atlanta Hawks,player_rebounds_alternate,Alperen Sengun,Over,7.5,,,,-350.0,-500.0,-575.0,-320.0,,-525.0,0.7249154763647517,1.3125
draftkings,200.0,0.09373635649212675,Milwaukee Bucks @ Portland Trail Blazers,player_rebounds_alternate,Scoot Henderson,Over,3.5,,,,,200.0,140.0,,,155.0,0.3645787854973756,3.0
fanduel,-105.0,0.04626786621074097,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,LeBron James,Over,7.5,,,-108.0,-140.0,-115.0,-160.0,-105.0,-160.0,-155.0,0.5358932973274527,1.9523809523809523
betonlineag,-345.0,-0.054745380643301145,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,Tyrese Maxey,Over,2.5,,-500.0,-345.0,,-550.0,-650.0,,,-600.0,0.7328378509619351,1.289855072463768
bovada,-150.0,0.02644476028248366,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Amen Thompson,Over,3.5,,,-185.0,-150.0,-200.0,-215.0,-185.0,,-210.0,0.6158668561694903,1.6666666666666663
betonlineag,110.0,0.04024410357908614,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Vit Krejci,Over,4.5,,-110.0,110.0,,-125.0,,,,-135.0,0.4953543350376601,2.1
bovada,230.0,0.11174089783728469,Utah Jazz @ Golden State Warriors,player_assists_alternate,Dennis Schroder,Over,5.5,,,151.0,230.0,,,195.0,,170.0,0.3368911811628136,3.3
fanduel,180.0,0.09411355007774103,Los Angeles Lakers @ Philadelphia 76ers,player_assists_alternate,Austin Reaves,Over,7.5,,,136.0,125.0,175.0,115.0,180.0,,135.0,0.390754839313479,2.8
draftkings,-135.0,0.019227654518554016,Los Angeles Lakers @ Philadelphia 76ers,player_points_rebounds_assists_alternate,LeBron James,Over,39.5,,,-169.0,,-135.0,-180.0,,,,0.5855137589787438,1.7407407407407407
fanduel,-250.0,-0.03476178500052274,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,Kelly Oubre Jr,Over,5.5,,,,-280.0,-320.0,,-250.0,,-400.0,0.6894558678567695,1.4
fanduel,-140.0,0.029827357562542622,Milwaukee Bucks @ Portland Trail Blazers,player_assists_alternate,Deni Avdija,Over,3.5,,,-192.0,-165.0,-200.0,-190.0,-140.0,,-180.0,0.6007326252448164,1.7142857142857144
fanduel,-145.0,0.024535249194808317,Milwaukee Bucks @ Portland Trail Blazers,player_points_alternate,Gary Trent Jr,Over,9.5,,-160.0,,-190.0,-200.0,-190.0,-145.0,,-190.0,0.6063575964622335,1.6896551724137931
draftkings,-115.0,0.02501096972356298,Milwaukee Bucks @ Portland Trail Blazers,player_rebounds_alternate,Scoot Henderson,Over,2.5,,-165.0,,,-115.0,-150.0,,,-150.0,0.5482616814800454,1.869565217391304
fanduel,-160.0,0.017227696105222345,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,Anthony Davis,Over,11.5,,,-189.0,-200.0,-195.0,-240.0,-160.0,,-230.0,0.6259862745262906,1.625
draftkings,245.0,0.12356822328848871,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,LeBron James,Over,9.5,,195.0,202.0,150.0,245.0,165.0,195.0,175.0,,0.3256719487792721,3.45
draftkings,210.0,0.0844313245494035,Milwaukee Bucks @ Portland Trail Blazers,player_points_rebounds_assists_alternate,Deandre Ayton,Over,29.5,,,147.0,,210.0,160.0,,,,0.3498165563062592,3.1
draftkings,-150.0,0.017276480387947712,Utah Jazz @ Golden State Warriors,player_points_alternate,John Collins,Over,14.5,,-190.0,-244.0,,-150.0,-200.0,,,-200.0,0.6103658882327688,1.6666666666666663
draftkings,120.0,0.029697861495449063,Milwaukee Bucks @ Portland Trail Blazers,player_points_rebounds_assists_alternate,Deni Avdija,Over,29.5,,,,,120.0,-110.0,,-105.0,,0.4680444824979314,2.2
draftkings,300.0,0.12169364456821552,Los Angeles Lakers @ Philadelphia 76ers,player_points_rebounds_assists_alternate,Guerschon Yabusele,Over,29.5,,,233.0,,300.0,200.0,,,,0.2804234111420539,4.0
fanduel,270.0,0.12425258618170021,Utah Jazz @ Golden State Warriors,player_points_alternate,Dennis Schroder,Over,14.5,,190.0,,,,190.0,270.0,200.0,210.0,0.3038520503193784,3.7
ballybet,410.0,0.19391606300747855,Los Angeles Lakers @ Philadelphia 76ers,player_double_double,Tyrese Maxey,Yes,,410.0,260.0,,350.0,260.0,260.0,370.0,245.0,240.0,0.2341011888249958,5.1
hardrockbet,155.0,0.06258607392630389,Utah Jazz @ Golden State Warriors,player_points_alternate,Brandin Podziemski,Over,9.5,,110.0,,,115.0,135.0,,,155.0,0.4167004211475701,2.55
fanduel,700.0,0.2850481871960695,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Vit Krejci,Over,7.5,,,590.0,,425.0,,700.0,,375.0,0.1606310233995087,8.0
draftkings,120.0,0.029231000352735736,Los Angeles Lakers @ Philadelphia 76ers,player_turnovers,Tyrese Maxey,Under,2.5,,-110.0,,,120.0,-105.0,,-115.0,,0.4678322728876071,2.2
betonlineag,-108.0,0.03209079485287192,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,LeBron James,Over,7.5,,,-108.0,-140.0,-115.0,-160.0,-105.0,-160.0,-155.0,0.5358932973274527,1.925925925925926
draftkings,-170.0,0.0003136496724867044,Milwaukee Bucks @ Portland Trail Blazers,player_rebounds_alternate,Deandre Ayton,Over,9.5,,,-213.0,,-170.0,-225.0,,,,0.6298271127567509,1.5882352941176472
draftkings,600.0,0.2603049124788255,Houston Rockets @ Atlanta Hawks,player_first_basket,Alperen Sengun,Yes,,500.0,,,500.0,600.0,320.0,500.0,,300.0,0.1800435589255465,7.0
fanduel,-350.0,-0.07093760276990091,Los Angeles Lakers @ Philadelphia 76ers,player_rebounds_alternate,LeBron James,Over,5.5,,,,-420.0,-425.0,,-350.0,,-550.0,0.7226040867345216,1.2857142857142856
fanduel,700.0,0.26922745517104074,Utah Jazz @ Golden State Warriors,player_rebounds_alternate,Buddy Hield,Over,5.5,,,399.0,,475.0,,700.0,,425.0,0.1586534318963801,8.0
fanduel,-170.0,0.01053583904801747,Milwaukee Bucks @ Portland Trail Blazers,player_points_alternate,Toumani Camara,Over,9.5,,-220.0,-250.0,-185.0,-210.0,-215.0,-170.0,,-220.0,0.6362633060672702,1.5882352941176472
draftkings,-310.0,-0.047195889473235164,Milwaukee Bucks @ Portland Trail Blazers,player_points_alternate,Shaedon Sharpe,Over,9.5,,-625.0,,-375.0,-310.0,-425.0,-370.0,,-400.0,0.7204128640568221,1.3225806451612905
fanduel,-195.0,-0.00884106626667891,Houston Rockets @ Atlanta Hawks,player_assists_alternate,Vit Krejci,Over,3.5,,,-227.0,,-250.0,,-195.0,,-260.0,0.6551728545016868,1.5128205128205128
fanduel,135.0,0.05467928572209635,Los Angeles Lakers @ Philadelphia 76ers,player_assists_alternate,Tyrese Maxey,Over,7.5,,,117.0,115.0,105.0,110.0,135.0,,-105.0,0.4487996960519559,2.35
draftkings,-900.0,-0.09152241311561948,Los Angeles Lakers @ Philadelphia 76ers,player_points_rebounds_assists_alternate,LeBron James,Over,29.5,,,,,-900.0,-2500.0,,-2765.0,,0.8176298281959424,1.1111111111111112
ballybet,700.0,0.3060488915056103,Los Angeles Lakers @ Philadelphia 76ers,player_triple_double,LeBron James,Yes,,700.0,500.0,,350.0,425.0,400.0,400.0,465.0,475.0,0.1632561114382013,8.0
draftkings,550.0,0.22517856574620276,Los Angeles Lakers @ Philadelphia 76ers,player_assists_alternate,Austin Reaves,Over,9.5,,500.0,286.0,375.0,550.0,260.0,490.0,,,0.1884890101148004,6.5
draftkings,175.0,0.07457580811206732,Los Angeles Lakers @ Philadelphia 76ers,player_assists_alternate,Austin Reaves,Over,7.5,,,136.0,125.0,175.0,115.0,180.0,,135.0,0.390754839313479,2.75
fanduel,145.0,0.05791917628971577,Los Angeles Lakers @ Philadelphia 76ers,player_points_alternate,Kelly Oubre Jr,Over,19.5,,105.0,,125.0,110.0,115.0,145.0,,115.0,0.4318037454243738,2.45
