value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
fanduel,-270.0,-0.04268634152397566,Boston Celtics @ Toronto Raptors,player_points_alternate,Jakob Poeltl,Over,9.5,,-450.0,,-300.0,-330.0,-325.0,-270.0,-325.0,0.698580237266288,1.3703703703703702
draftkings,-115.0,0.015661340218728892,Golden State Warriors @ Minnesota Timberwolves,player_rebounds,Donte DiVincenzo,Under,4.5,,,-164.0,,-115.0,-140.0,-146.0,-145.0,0.5432607168611807,1.869565217391304
hardrockbet,125.0,0.03003412124971061,Memphis Grizzlies @ San Antonio Spurs,player_points_alternate,Julian Champagnie,Over,9.5,,100.0,,,100.0,105.0,105.0,125.0,0.4577929427776492,2.25
fanduel,170.0,0.045169108453471885,Orlando Magic @ Milwaukee Bucks,player_rebounds_alternate,Giannis Antetokounmpo,Over,13.5,,,131.0,130.0,155.0,,170.0,,0.3870996697975821,2.7
betmgm,220.0,0.06620452941138377,Brooklyn Nets @ Los Angeles Clippers,player_rebounds_alternate,Norman Powell,Over,4.5,,220.0,150.0,,170.0,180.0,,185.0,0.3331889154410574,3.2
betonlineag,126.0,0.032230779893731576,Golden State Warriors @ Minnesota Timberwolves,player_rebounds,Donte DiVincenzo,Over,4.5,,,126.0,,-115.0,105.0,114.0,100.0,0.4567392831388193,2.26
fanduel,185.0,0.05971742900502175,New York Knicks @ Philadelphia 76ers,player_rebounds_alternate,Mikal Bridges,Over,3.5,,,135.0,160.0,155.0,145.0,185.0,150.0,0.3718306768438673,2.85
betmgm,170.0,0.044099835027406664,Memphis Grizzlies @ San Antonio Spurs,player_rebounds_alternate,Jaylen Wells,Over,4.5,,170.0,128.0,,150.0,130.0,,130.0,0.3867036426027432,2.7
fanduel,230.0,0.0749618838001529,Houston Rockets @ Denver Nuggets,player_rebounds_alternate,Jalen Green,Over,5.5,,,169.0,210.0,200.0,,230.0,170.0,0.3257460253939857,3.3
fanduel,195.0,0.06318321415500328,Orlando Magic @ Milwaukee Bucks,player_assists_alternate,Damian Lillard,Over,7.5,,,141.0,175.0,155.0,160.0,195.0,155.0,0.3604010895440689,2.95
fanduel,270.0,0.08850574980755588,Golden State Warriors @ Minnesota Timberwolves,player_assists_alternate,Donte DiVincenzo,Over,5.5,,,202.0,200.0,215.0,,270.0,220.0,0.2941907431912313,3.7
bovada,115.0,0.024991182669586776,Brooklyn Nets @ Los Angeles Clippers,player_points,Kawhi Leonard,Under,12.5,,,,115.0,-110.0,-110.0,,-110.0,0.4767400849625985,2.15
fanduel,500.0,0.16072936472049504,Orlando Magic @ Milwaukee Bucks,player_rebounds_alternate,Tristan da Silva,Over,7.5,,,307.0,450.0,350.0,350.0,500.0,350.0,0.1934548941200825,6.0
fanduel,260.0,0.08358892569418863,Houston Rockets @ Denver Nuggets,player_points_alternate,Amen Thompson,Over,19.5,,,,225.0,225.0,185.0,260.0,200.0,0.3009969238039413,3.6
draftkings,-245.0,-0.035487023194239686,Dallas Mavericks @ New Orleans Pelicans,player_points_alternate,Daniel Gafford,Over,9.5,,,,-300.0,-245.0,-325.0,-230.0,-325.0,0.684943998021482,1.4081632653061225
betmgm,300.0,0.08331016166730199,New York Knicks @ Philadelphia 76ers,player_rebounds_alternate,Jalen Brunson,Over,4.5,,300.0,201.0,,220.0,240.0,,250.0,0.2708275404168255,4.0
fanduel,-190.0,-0.014906798637361218,Houston Rockets @ Denver Nuggets,player_rebounds_alternate,Jalen Green,Over,3.5,,,-238.0,-210.0,-220.0,-250.0,-190.0,-260.0,0.6454058905479358,1.526315789473684
fanduel,490.0,0.1453924441543719,Atlanta Hawks @ Chicago Bulls,player_rebounds_alternate,Trae Young,Over,5.5,,,295.0,420.0,340.0,,490.0,350.0,0.1941343125685376,5.9
fanduel,-210.0,-0.020472118047214827,Boston Celtics @ Toronto Raptors,player_rebounds_alternate,Jayson Tatum,Over,7.5,,,-263.0,-300.0,-220.0,-260.0,-210.0,-275.0,0.6635511458389833,1.4761904761904765
betmgm,775.0,0.20981554677206815,Golden State Warriors @ Minnesota Timberwolves,player_rebounds_alternate,Draymond Green,Over,9.5,,775.0,428.0,450.0,500.0,,600.0,,0.1382646339168078,8.75
espnbet,-150.0,-0.00048707310435947004,Miami Heat @ Los Angeles Lakers,player_rebounds_alternate,Jaime Jaquez Jr,Over,4.5,,-210.0,-213.0,,-180.0,-150.0,,-165.0,0.5997077561373845,1.6666666666666663
betmgm,275.0,0.07032915054253197,Memphis Grizzlies @ San Antonio Spurs,player_rebounds_alternate,Keldon Johnson,Over,6.5,,275.0,211.0,,210.0,,,210.0,0.2854211068113418,3.75
fanduel,1100.0,0.2950118610771334,Atlanta Hawks @ Chicago Bulls,player_rebounds_alternate,Vit Krejci,Over,7.5,,,750.0,,475.0,,1100.0,,0.1079176550897611,12.0
fanduel,180.0,0.050573933246004676,Golden State Warriors @ Minnesota Timberwolves,player_assists_alternate,Anthony Edwards,Over,5.5,,,144.0,135.0,160.0,,180.0,145.0,0.3752049761592874,2.8
espnbet,425.0,0.09762749263240056,Golden State Warriors @ Minnesota Timberwolves,player_points_rebounds_assists_alternate,Donte DiVincenzo,Over,29.5,,,242.0,,330.0,425.0,,,0.2090719033585525,5.25
