value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
ballybet,600.0,0.3345847224039644,New York Knicks @ Orlando Magic,player_double_double,Wendell Carter Jr,Yes,,600.0,375.0,,300.0,340.0,350.0,310.0,360.0,350.0,0.1906549603434235,7.0
ballybet,160.0,0.06268156430026817,New York Knicks @ Orlando Magic,player_assists,Karl-Anthony Towns,Under,2.5,160.0,125.0,,,,,,115.0,120.0,0.4087236785770262,2.6
ballybet,123.0,0.0548669843035845,Boston Celtics @ Washington Wizards,player_points,Jaylen Brown,Under,21.5,123.0,-105.0,-106.0,-105.0,-110.0,,,-110.0,-105.0,0.4730345221092307,2.23
ballybet,120.0,0.050455389572313436,Dallas Mavericks @ Golden State Warriors,player_points,Dereck Lively II,Under,7.5,120.0,-110.0,-110.0,,-105.0,100.0,,-115.0,-110.0,0.4774797225328697,2.2
ballybet,138.0,0.04478914495483455,New York Knicks @ Orlando Magic,player_assists,Jalen Brunson,Under,6.5,138.0,,100.0,,,105.0,112.0,,,0.4389870356953086,2.38
ballybet,165.0,0.07091108508106259,New York Knicks @ Orlando Magic,player_threes,Karl-Anthony Towns,Under,1.5,165.0,120.0,133.0,125.0,140.0,130.0,,115.0,120.0,0.4041173905966274,2.65
ballybet,104.0,0.03950509431567384,Boston Celtics @ Washington Wizards,player_points_rebounds_assists,Jaylen Brown,Under,32.5,104.0,-125.0,-123.0,-125.0,,-125.0,,-130.0,-120.0,0.5095613207429773,2.04
ballybet,480.0,0.17063663810133256,Minnesota Timberwolves @ San Antonio Spurs,player_double_double,Chris Paul,Yes,,480.0,,,300.0,340.0,320.0,310.0,320.0,325.0,0.2018339031209194,5.8
fanduel,-260.0,-0.04275869431026036,Memphis Grizzlies @ Los Angeles Lakers,player_double_double,Anthony Davis,Yes,,-420.0,-350.0,,-300.0,-360.0,-350.0,-260.0,-370.0,-375.0,0.6913409429981453,1.3846153846153846
ballybet,155.0,0.04850411413070499,New York Knicks @ Orlando Magic,player_rebounds,Jalen Brunson,Under,2.5,155.0,120.0,,,,130.0,,115.0,115.0,0.4111780839728255,2.55
