event_id,game,market,description,name,point,ballybet_price,ballybet_decimal_odds,ballybet_implied_prob,ballybet_implied_prob_diff,ballybet_dejuice,ballybet_name,betmgm_price,betmgm_decimal_odds,betmgm_implied_prob,betmgm_implied_prob_diff,betmgm_dejuice,betmgm_name,betonlineag_price,betonlineag_decimal_odds,betonlineag_implied_prob,betonlineag_implied_prob_diff,betonlineag_dejuice,betonlineag_name,betrivers_price,betrivers_decimal_odds,betrivers_implied_prob,betrivers_implied_prob_diff,betrivers_dejuice,betrivers_name,bovada_price,bovada_decimal_odds,bovada_implied_prob,bovada_implied_prob_diff,bovada_dejuice,bovada_name,draftkings_price,draftkings_decimal_odds,draftkings_implied_prob,draftkings_implied_prob_diff,draftkings_dejuice,draftkings_name,espnbet_price,espnbet_decimal_odds,espnbet_implied_prob,espnbet_implied_prob_diff,espnbet_dejuice,espnbet_name,event_id,fanduel_price,fanduel_decimal_odds,fanduel_implied_prob,fanduel_implied_prob_diff,fanduel_dejuice,fanduel_name,fliff_price,fliff_decimal_odds,fliff_implied_prob,fliff_implied_prob_diff,fliff_dejuice,fliff_name,hardrockbet_price,hardrockbet_decimal_odds,hardrockbet_implied_prob,hardrockbet_implied_prob_diff,hardrockbet_dejuice,hardrockbet_name,point,values_populated,avg_dejuiced_prob
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_assists,Sean Monahan,Over,0.5,,,,,,,115.0,2.15,0.46511627906976744,-0.00012584314909896976,0.43348916277093075,Over,,,,,,,,,,,,,,,,,,,120.0,2.2,0.45454545454545453,-0.013339373804490073,0.42847503373819157,Over,115.0,2.15,0.46511627906976744,-0.00012584314909896976,0.43348916277093075,Over,740afc1ee3f264f057d06af65bb2802c,,,,,,,110.0,2.1,0.47619047619047616,0.013716903251786983,0.43336058871627137,Over,115.0,2.15,0.46511627906976744,-0.00012584314909896976,0.43348916277093075,Over,0.5,5,0.432460622153451
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_assists,Sean Monahan,Under,0.5,,,,,,,-155.0,1.6451612903225805,0.607843137254902,-0.003313611880645828,0.5665108372290694,Under,,,,,,,,,,,,,,,,,,,-154.0,1.6493506493506493,0.6062992125984252,-0.005243517701241873,0.5715249662618084,Under,-155.0,1.6451612903225805,0.607843137254902,-0.003313611880645828,0.5665108372290694,Under,740afc1ee3f264f057d06af65bb2802c,,,,,,,-165.0,1.606060606060606,0.6226415094339623,0.015184353343179469,0.5666394112837285,Under,-155.0,1.6451612903225805,0.607843137254902,-0.003313611880645828,0.5665108372290694,Under,0.5,5,0.567539377846549
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_assists,Yegor Chinakhov,Over,0.5,,,,,,,190.0,2.9,0.3448275862068966,-0.0016176838941304172,0.3198294243070363,Over,,,,,,,,,,,,,,,,,,,195.0,2.95,0.3389830508474576,-0.00892335309342912,0.31829082188794416,Over,190.0,2.9,0.3448275862068966,-0.0016176838941304172,0.32315978456014366,Over,740afc1ee3f264f057d06af65bb2802c,,,,,,,180.0,2.8,0.35714285714285715,0.013776404775820317,0.32646048109965636,Over,190.0,2.9,0.3448275862068966,-0.0016176838941304172,0.32315978456014366,Over,0.5,5,0.3221800592829848
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_assists,Yegor Chinakhov,Under,0.5,,,,,,,-275.0,1.3636363636363638,0.7333333333333333,0.006504846591364188,0.6801705756929638,Under,,,,,,,,,,,,,,,,,,,-265.0,1.3773584905660377,0.726027397260274,-0.002627573499959901,0.6817091781120558,Under,-260.0,1.3846153846153846,0.7222222222222222,-0.007384042297524651,0.6768402154398564,Under,740afc1ee3f264f057d06af65bb2802c,,,,,,,-280.0,1.3571428571428572,0.7368421052631579,0.010890811503644904,0.6735395189003437,Under,-260.0,1.3846153846153846,0.7222222222222222,-0.007384042297524651,0.6768402154398564,Under,0.5,5,0.6778199407170152
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_assists,Zach Werenski,Over,0.5,,,,,,,-155.0,1.6451612903225805,0.607843137254902,0.00480343502165137,0.5665108372290694,Over,,,,,,,,,,,,,,,,,,,-148.0,1.6756756756756757,0.5967741935483871,-0.009032744611492283,0.5619922288943836,Over,-150.0,1.6666666666666665,0.6000000000000001,-0.005000486546976046,0.5633187772925765,Over,740afc1ee3f264f057d06af65bb2802c,,,,,,,-160.0,1.625,0.6153846153846154,0.014230282683793116,0.5637583892617449,Over,-150.0,1.6666666666666665,0.6000000000000001,-0.005000486546976046,0.5633187772925765,Over,0.5,5,0.5637798019940702
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_assists,Zach Werenski,Under,0.5,,,,,,,115.0,2.15,0.46511627906976744,-0.0027685492801771683,0.43348916277093075,Under,,,,,,,,,,,,,,,,,,,115.0,2.15,0.46511627906976744,-0.0027685492801771683,0.43800777110561634,Under,115.0,2.15,0.46511627906976744,-0.0027685492801771683,0.43668122270742354,Under,740afc1ee3f264f057d06af65bb2802c,,,,,,,110.0,2.1,0.47619047619047616,0.011074197120708729,0.43624161073825496,Under,115.0,2.15,0.46511627906976744,-0.0027685492801771683,0.43668122270742354,Under,0.5,5,0.4362201980059298
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_blocked_shots,Dante Fabbro,Over,1.5,,,,,,,-160.0,1.625,0.6153846153846154,-0.005780147819579695,0.5751633986928104,Over,,,,,,,,,,,,,,,,,,,,,,,,,-167.0,1.5988023952095807,0.6254681647940076,0.007664584726276513,0.5813340859911562,Over,740afc1ee3f264f057d06af65bb2802c,,,,,,,-165.0,1.606060606060606,0.6226415094339623,0.003895710912882877,0.5724082291246471,Over,-160.0,1.625,0.6153846153846154,-0.005780147819579695,0.5751633986928104,Over,1.5,4,0.5760172781253561
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_blocked_shots,Dante Fabbro,Under,1.5,,,,,,,120.0,2.2,0.45454545454545453,-0.0021586068097696476,0.4248366013071895,Under,,,,,,,,,,,,,,,,,,,,,,,,,122.0,2.2199999999999998,0.4504504504504505,-0.007618612269775005,0.4186659140088437,Under,740afc1ee3f264f057d06af65bb2802c,,,,,,,115.0,2.15,0.46511627906976744,0.011935825889314189,0.42759177087535294,Under,120.0,2.2,0.45454545454545453,-0.0021586068097696476,0.4248366013071895,Under,1.5,4,0.4239827218746439
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_blocked_shots,David Savard,Over,2.5,,,,,,,-115.0,1.8695652173913042,0.5348837209302326,-0.003181035157779344,0.5,Over,,,,,,,,,,,,,,,,,,,-115.0,1.8695652173913042,0.5348837209302326,-0.003181035157779344,0.5,Over,-116.0,1.8620689655172413,0.5370370370370371,-0.0004893900242737281,0.5,Over,740afc1ee3f264f057d06af65bb2802c,,,,,,,-120.0,1.8333333333333335,0.5454545454545454,0.010032495497611649,0.5,Over,-115.0,1.8695652173913042,0.5348837209302326,-0.003181035157779344,0.5,Over,2.5,5,0.5
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_blocked_shots,David Savard,Under,2.5,,,,,,,-115.0,1.8695652173913042,0.5348837209302326,-0.003181035157779344,0.5,Under,,,,,,,,,,,,,,,,,,,-115.0,1.8695652173913042,0.5348837209302326,-0.003181035157779344,0.5,Under,-116.0,1.8620689655172413,0.5370370370370371,-0.0004893900242737281,0.5,Under,740afc1ee3f264f057d06af65bb2802c,,,,,,,-120.0,1.8333333333333335,0.5454545454545454,0.010032495497611649,0.5,Under,-115.0,1.8695652173913042,0.5348837209302326,-0.003181035157779344,0.5,Under,2.5,5,0.5
740afc1ee3f264f057d06af65bb2802c,Montréal Canadiens @ Columbus Blue Jackets,player_blocked_shots,Kaiden Guhle,Over,2.5,,,,,,,-105.0,1.9523809523809523,0.5121951219512195,-0.006371407654496286,0.4796954314720812,Over,,,,,,,,,,,,,,,,,,,-105.0,1.9523809523809523,0.5121951219512195,-0.006371407654496286,0.4796954314720812,Over,-111.0,1.900900900900901,0.5260663507109005,0.010967628295104892,0.4890838361384567,Over,740afc1ee3f264f057d06af65bb2802c,,,,,,,-110.0,1.9090909090909092,0.5238095238095238,0.008146594668384077,0.4809885931558935,Over,-105.0,1.9523809523809523,0.5121951219512195,-0.006371407654496286,0.4796954314720812,Over,2.5,5,0.48183174474211876
