event_id,game,market,description,name,point,ballybet_price,ballybet_decimal_odds,ballybet_implied_prob,ballybet_implied_prob_diff,ballybet_dejuice,ballybet_name,betmgm_price,betmgm_decimal_odds,betmgm_implied_prob,betmgm_implied_prob_diff,betmgm_dejuice,betmgm_name,betonlineag_price,betonlineag_decimal_odds,betonlineag_implied_prob,betonlineag_implied_prob_diff,betonlineag_dejuice,betonlineag_name,bovada_price,bovada_decimal_odds,bovada_implied_prob,bovada_implied_prob_diff,bovada_dejuice,bovada_name,espnbet_price,espnbet_decimal_odds,espnbet_implied_prob,espnbet_implied_prob_diff,espnbet_dejuice,espnbet_name,event_id.1,fanduel_price,fanduel_decimal_odds,fanduel_implied_prob,fanduel_implied_prob_diff,fanduel_dejuice,fanduel_name,fliff_price,fliff_decimal_odds,fliff_implied_prob,fliff_implied_prob_diff,fliff_dejuice,fliff_name,hardrockbet_price,hardrockbet_decimal_odds,hardrockbet_implied_prob,hardrockbet_implied_prob_diff,hardrockbet_dejuice,hardrockbet_name,point.1,williamhill_us_price,williamhill_us_decimal_odds,williamhill_us_implied_prob,williamhill_us_implied_prob_diff,williamhill_us_dejuice,williamhill_us_name,values_populated,avg_dejuiced_prob
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Jonathan Huberdeau,Yes,,360.0,4.6,0.2173913043478261,-0.0282618474838154,0.1890359168241966,Yes,280.0,3.8,0.2631578947368421,0.0327602730348725,0.2288329519450801,Yes,,,,,,,360.0,4.6,0.2173913043478261,-0.0282618474838154,0.1890359168241966,Yes,290.0,3.9,0.2564102564102564,-0.0068376068376068,0.2368692070030896,Over,caa7be3b25d9a0d00392ca553518d37f,290.0,3.9,0.2564102564102564,0.0237634219327583,0.2229654403567447,Yes,275.0,3.75,0.2666666666666666,0.0068376068376068,0.2436974789915966,Over,275.0,3.75,0.2666666666666666,0.0068376068376068,0.2318840579710145,Over,0.5,,,,,,,4,0.2074675564875545
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Justin Kirkland,Yes,,600.0,7.0,0.1428571428571428,0.0,0.124223602484472,Yes,,,,,,,,,,,,,600.0,7.0,0.1428571428571428,0.0,0.124223602484472,Yes,,,,,,,caa7be3b25d9a0d00392ca553518d37f,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.124223602484472
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Kevin Bahl,Yes,,1700.0,18.0,0.0555555555555555,-0.0021786492374727,0.0483091787439613,Yes,1600.0,17.0,0.0588235294117647,0.0021786492374727,0.0511508951406649,Yes,,,,,,,1700.0,18.0,0.0555555555555555,-0.0021786492374727,0.0483091787439613,Yes,950.0,10.5,0.0952380952380952,-0.0034079395781523,0.0892193308550185,Over,caa7be3b25d9a0d00392ca553518d37f,1600.0,17.0,0.0588235294117647,0.0021786492374727,0.0511508951406649,Yes,840.0,9.4,0.1063829787234042,0.0133093856498111,0.0975821744627054,Over,1000.0,11.0,0.0909090909090909,-0.0099014460716588,0.0790513833992094,Over,0.5,,,,,,,4,0.0497300369423131
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Kevin Rooney,Yes,,600.0,7.0,0.1428571428571428,0.025062656641604,0.124223602484472,Yes,850.0,9.5,0.1052631578947368,-0.025062656641604,0.091533180778032,Yes,,,,,,,600.0,7.0,0.1428571428571428,0.025062656641604,0.124223602484472,Yes,750.0,8.5,0.1176470588235294,-0.0029048656499637,0.1090146750524109,Over,caa7be3b25d9a0d00392ca553518d37f,850.0,9.5,0.1052631578947368,-0.025062656641604,0.091533180778032,Yes,710.0,8.1,0.1234567901234568,0.0058097312999273,0.1132273545290941,Over,750.0,8.5,0.1176470588235294,-0.0029048656499637,0.1023017902813299,Over,0.5,,,,,,,4,0.107878391631252
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Luke Glendening,Yes,,600.0,7.0,0.1428571428571428,0.0209346896653398,0.124223602484472,Yes,850.0,9.5,0.1052631578947368,-0.0291906236178682,0.091533180778032,Yes,,,,,,,600.0,7.0,0.1428571428571428,0.0209346896653398,0.124223602484472,Yes,950.0,10.5,0.0952380952380952,-0.0094067135050741,0.0892193308550185,Over,caa7be3b25d9a0d00392ca553518d37f,750.0,8.5,0.1176470588235294,-0.0126787557128114,0.1023017902813299,Yes,815.0,9.15,0.1092896174863388,0.0116705698672911,0.1002384590121799,Over,900.0,10.0,0.1,-0.002263856362217,0.0869565217391304,Over,0.5,,,,,,,4,0.1105705440070765
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,MacKenzie Weegar,Yes,,420.0,5.2,0.1923076923076923,0.0170940170940171,0.1672240802675585,Yes,500.0,6.0,0.1666666666666666,-0.017094017094017,0.144927536231884,Yes,,,,,,,420.0,5.2,0.1923076923076923,0.0170940170940171,0.1672240802675585,Yes,500.0,6.0,0.1666666666666666,-0.0072463768115942,0.1549295774647887,Over,caa7be3b25d9a0d00392ca553518d37f,500.0,6.0,0.1666666666666666,-0.017094017094017,0.144927536231884,Yes,475.0,5.75,0.1739130434782608,0.0036231884057971,0.1594684385382059,Over,475.0,5.75,0.1739130434782608,0.0036231884057971,0.1512287334593572,Over,0.5,,,,,,,4,0.1560758082497212
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Martin Pospisil,Yes,,360.0,4.6,0.2173913043478261,0.0237154150197628,0.1890359168241966,Yes,450.0,5.5,0.1818181818181818,-0.0237154150197628,0.1581027667984189,Yes,,,,,,,360.0,4.6,0.2173913043478261,0.0237154150197628,0.1890359168241966,Yes,400.0,5.0,0.2,-0.0094298245614035,0.1847826086956522,Over,caa7be3b25d9a0d00392ca553518d37f,450.0,5.5,0.1818181818181818,-0.0237154150197628,0.1581027667984189,Yes,380.0,4.8,0.2083333333333333,0.0030701754385965,0.1911332277765211,Over,375.0,4.75,0.2105263157894736,0.006359649122807,0.183066361556064,Over,0.5,,,,,,,4,0.1735693418113078
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Matt Coronato,Yes,,260.0,3.6,0.2777777777777778,0.0306835112678606,0.2415458937198067,Yes,333.0,4.33,0.23094688221709,-0.0317576828130563,0.2008233758409479,Yes,,,,,,,260.0,3.6,0.2777777777777778,0.0306835112678606,0.2415458937198067,Yes,340.0,4.4,0.2272727272727272,-0.0089993102618158,0.2095808383233533,Over,caa7be3b25d9a0d00392ca553518d37f,330.0,4.3,0.2325581395348837,-0.0296093397226648,0.2022244691607684,Yes,315.0,4.15,0.2409638554216867,0.00925552727013,0.2204981625153123,Over,325.0,4.25,0.2352941176470588,0.0016958769039595,0.2046035805626598,Over,0.5,,,,,,,4,0.2215349081103325
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Michael Eyssimont,Yes,,390.0,4.9,0.2040816326530612,0.0513038548752834,0.1774622892635315,Yes,700.0,8.0,0.125,-0.0541383219954648,0.108695652173913,Yes,,,,,,,380.0,4.8,0.2083333333333333,0.0569727891156462,0.1811594202898551,Yes,550.0,6.5,0.1538461538461538,-0.0074546591619762,0.1428571428571428,Over,caa7be3b25d9a0d00392ca553518d37f,700.0,8.0,0.125,-0.0541383219954648,0.108695652173913,Yes,515.0,6.15,0.1626016260162601,0.0056785490931832,0.14919300149193,Over,525.0,6.25,0.16,0.0017761100687929,0.1391304347826087,Over,0.5,,,,,,,4,0.1440032534753031
caa7be3b25d9a0d00392ca553518d37f,Tampa Bay Lightning @ Calgary Flames,player_goal_scorer_anytime,Mikael Backlund,Yes,,330.0,4.3,0.2325581395348837,0.0107892470193571,0.2022244691607684,Yes,375.0,4.75,0.2105263157894736,-0.0185865179745229,0.183066361556064,Yes,,,,,,,330.0,4.3,0.2325581395348837,0.0107892470193571,0.2022244691607684,Yes,380.0,4.8,0.2083333333333333,-0.013074888074888,0.1923076923076923,Over,caa7be3b25d9a0d00392ca553518d37f,350.0,4.5,0.2222222222222222,-0.0029919760641914,0.1932367149758454,Yes,355.0,4.55,0.2197802197802197,0.0021876271876271,0.2013422818791946,Over,350.0,4.5,0.2222222222222222,0.0054436304436304,0.1932367149758454,Over,0.5,,,,,,,4,0.1951880037133616
