value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
betonlineag,186.0,0.07754780118710336,Buffalo Sabres @ Toronto Maple Leafs,player_shots_on_goal,Max Pacioretty,Over,2.5,,140.0,186.0,150.0,150.0,135.0,150.0,135.0,140.0,0.3767649654500361,2.8600000000000003
draftkings,425.0,0.10127925300708263,Columbus Blue Jackets @ Carolina Hurricanes,player_goal_scorer_anytime,Eric Robinson,Yes,,230.0,350.0,,230.0,425.0,380.0,330.0,355.0,350.0,0.2097674767632538,5.25
ballybet,110.0,0.03427904488517852,New York Rangers @ St Louis Blues,player_shots_on_goal,Mika Zibanejad,Over,2.5,110.0,-120.0,-112.0,-115.0,-115.0,-118.0,-106.0,-120.0,-115.0,0.492513830897704,2.1
fanduel,310.0,0.0715934364832318,Columbus Blue Jackets @ Carolina Hurricanes,player_goals,Sean Monahan,Over,0.5,,,,,,240.0,310.0,225.0,230.0,0.2613642528007883,4.1
ballybet,-250.0,-0.01827063017615982,Buffalo Sabres @ Toronto Maple Leafs,player_power_play_points,Auston Matthews,Under,0.5,-250.0,-350.0,,,,-320.0,,-340.0,,0.7012352641598858,1.4
ballybet,-124.0,0.0152992888607697,Columbus Blue Jackets @ Carolina Hurricanes,player_shots_on_goal,Sebastian Aho,Over,2.5,-124.0,-155.0,-149.0,-150.0,-148.0,-160.0,-164.0,-165.0,-155.0,0.562040677762212,1.806451612903225
fanduel,320.0,0.07027969877611961,Columbus Blue Jackets @ Carolina Hurricanes,player_goals,Kirill Marchenko,Over,0.5,,,,,,250.0,320.0,235.0,240.0,0.2548284997085999,4.2
fanduel,200.0,0.021719897641047425,Vegas Golden Knights @ Minnesota Wild,player_goals,Jack Eichel,Over,0.5,,,,,,160.0,200.0,155.0,160.0,0.3405732992136824,3.0
betmgm,450.0,0.08352426877946728,Columbus Blue Jackets @ Carolina Hurricanes,player_goal_scorer_anytime,Jesperi Kotkaniemi,Yes,,270.0,450.0,,270.0,340.0,340.0,420.0,315.0,325.0,0.1970044125053577,5.5
ballybet,-143.0,0.007223882723877528,New York Islanders @ Chicago Blackhawks,player_shots_on_goal,Tyler Bertuzzi,Over,1.5,-143.0,-185.0,-172.0,-175.0,-175.0,-180.0,-174.0,-190.0,-180.0,0.5927284577346276,1.6993006993006992
betmgm,850.0,0.22349422860931822,New York Rangers @ St Louis Blues,player_goal_scorer_anytime,Adam Fox,Yes,,410.0,850.0,,400.0,600.0,600.0,800.0,530.0,550.0,0.1287888661694019,9.5
fanduel,110.0,-0.01487314874349821,Buffalo Sabres @ Toronto Maple Leafs,player_goals,Auston Matthews,Over,0.5,,,,,,-110.0,110.0,-115.0,-110.0,0.4691080244078579,2.1
fanduel,220.0,0.025633667205134603,New York Rangers @ St Louis Blues,player_goals,Jordan Kyrou,Over,0.5,,,,,,175.0,220.0,175.0,175.0,0.3205105210016045,3.2
fanduel,-114.0,0.011407335657578344,Columbus Blue Jackets @ Carolina Hurricanes,player_shots_on_goal,Adam Fantilli,Over,1.5,-150.0,-140.0,-133.0,-135.0,-135.0,-140.0,-114.0,-145.0,-140.0,0.5387870853502987,1.8771929824561404
ballybet,140.0,0.0315594276967095,Vegas Golden Knights @ Minnesota Wild,player_shots_on_goal,Jack Eichel,Over,3.5,140.0,115.0,117.0,115.0,115.0,110.0,120.0,110.0,115.0,0.4298164282069623,2.4
draftkings,450.0,0.04405558209906024,New York Rangers @ St Louis Blues,player_goal_scorer_anytime,Brandon Saad,Yes,,290.0,,,290.0,450.0,400.0,,390.0,400.0,0.1898282876543746,5.5
fanduel,350.0,0.05654412691447963,Columbus Blue Jackets @ Carolina Hurricanes,player_goals,Kent Johnson,Over,0.5,,,,,,275.0,350.0,260.0,275.0,0.2347875837587732,4.5
fanduel,112.0,0.01456722885850037,New York Rangers @ St Louis Blues,player_shots_on_goal,Colton Parayko,Under,1.5,,-110.0,101.0,-105.0,-105.0,-114.0,112.0,-115.0,-110.0,0.4785694475747643,2.12
ballybet,120.0,0.019580544447678205,Buffalo Sabres @ Toronto Maple Leafs,player_shots_on_goal,Alex Tuch,Over,2.5,120.0,100.0,102.0,100.0,100.0,-102.0,-102.0,-105.0,100.0,0.4634457020216719,2.2
fanduel,-140.0,-0.0025710213549799965,New York Rangers @ St Louis Blues,player_shots_on_goal,Adam Fox,Over,1.5,,-175.0,-164.0,-165.0,-168.0,-175.0,-140.0,-180.0,-170.0,0.5818335708762616,1.7142857142857144
betmgm,800.0,0.1771665187814251,Vegas Golden Knights @ Minnesota Wild,player_goal_scorer_anytime,Alexander Holtz,Yes,,390.0,800.0,,380.0,600.0,600.0,800.0,540.0,550.0,0.1307962798646028,9.0
fanduel,800.0,0.1771665187814251,Vegas Golden Knights @ Minnesota Wild,player_goal_scorer_anytime,Alexander Holtz,Yes,,390.0,800.0,,380.0,600.0,600.0,800.0,540.0,550.0,0.1307962798646028,9.0
fanduel,340.0,0.04629148364914282,Vegas Golden Knights @ Minnesota Wild,player_goals,William Karlsson,Over,0.5,,,,,,275.0,340.0,260.0,260.0,0.2377935190111688,4.4
betmgm,290.0,-0.004137577752041377,New York Rangers @ St Louis Blues,player_goal_scorer_anytime,Mika Zibanejad,Yes,,188.0,290.0,,185.0,270.0,250.0,280.0,240.0,240.0,0.2553493390379381,3.9
fanduel,360.0,0.051965282255762135,Vegas Golden Knights @ Minnesota Wild,player_goals,Ivan Barbashev,Over,0.5,,,,,,290.0,360.0,280.0,275.0,0.2286881048382092,4.6
betmgm,750.0,0.14328183893401314,New York Islanders @ Chicago Blackhawks,player_goal_scorer_anytime,Noah Dobson,Yes,,410.0,750.0,,400.0,550.0,500.0,750.0,485.0,500.0,0.1345037457569427,8.5
fanduel,750.0,0.14328183893401314,New York Islanders @ Chicago Blackhawks,player_goal_scorer_anytime,Noah Dobson,Yes,,410.0,750.0,,400.0,550.0,500.0,750.0,485.0,500.0,0.1345037457569427,8.5
fanduel,800.0,0.15909979552461717,New York Rangers @ St Louis Blues,player_goal_scorer_anytime,Adam Fox,Yes,,410.0,850.0,,400.0,600.0,600.0,800.0,530.0,550.0,0.1287888661694019,9.0
ballybet,140.0,0.02066399265298635,Buffalo Sabres @ Toronto Maple Leafs,player_shots_on_goal,Auston Matthews,Over,4.5,140.0,115.0,120.0,120.0,120.0,115.0,122.0,110.0,115.0,0.425276663605411,2.4
fanduel,116.0,0.009132781421137826,Vegas Golden Knights @ Minnesota Wild,player_shots_on_goal,Matt Boldy,Over,3.5,100.0,-105.0,107.0,100.0,100.0,-106.0,116.0,-110.0,-105.0,0.4671911025097859,2.16
