value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
ballybet,-175.0,0.01658795264542212,Colorado Avalanche @ Winnipeg Jets,player_power_play_points,Cale Makar,Under,0.5,-175.0,-250.0,,,,-250.0,,-275.0,,0.6469196062289049,1.5714285714285714
draftkings,425.0,0.15624013590724828,Edmonton Oilers @ Chicago Blackhawks,player_goal_scorer_anytime,Jeff Skinner,Yes,,245.0,310.0,,250.0,425.0,,290.0,,,0.2202362163632854,5.25
fanduel,420.0,0.16835238494149363,Washington Capitals @ Nashville Predators,player_goals,Pierre-Luc Dubois,Over,0.5,,,,,,290.0,420.0,265.0,275.0,0.2246831509502872,5.2
draftkings,600.0,0.22532127329728502,Edmonton Oilers @ Chicago Blackhawks,player_goal_scorer_anytime,Kasperi Kapanen,Yes,,270.0,,,270.0,600.0,550.0,440.0,500.0,525.0,0.1750458961853264,7.0
fanduel,195.0,0.05566545758535413,Dallas Stars @ Montréal Canadiens,player_goals,Cole Caufield,Over,0.5,,,,,,155.0,195.0,135.0,140.0,0.3578526974865607,2.95
fanduel,330.0,0.11176242446284568,Vancouver Canucks @ Toronto Maple Leafs,player_goals,Jake DeBrusk,Over,0.5,,,,,,240.0,330.0,225.0,230.0,0.2585494010378711,4.3
fanduel,330.0,0.1034369283556491,Washington Capitals @ Nashville Predators,player_goals,Dylan Strome,Over,0.5,,,,,,250.0,330.0,225.0,230.0,0.2566132391524765,4.3
betmgm,240.0,0.03244723337627842,Boston Bruins @ Florida Panthers,player_goal_scorer_anytime,Carter Verhaeghe,Yes,,145.0,240.0,,145.0,195.0,190.0,220.0,185.0,195.0,0.3036609509930231,3.4
ballybet,120.0,0.04951232536364958,New York Rangers @ Vegas Golden Knights,player_shots_on_goal,Mika Zibanejad,Over,2.5,120.0,-110.0,-101.0,-105.0,-105.0,-110.0,-106.0,-120.0,-110.0,0.477051056983477,2.2
fanduel,270.0,0.0704183595753054,Washington Capitals @ Nashville Predators,player_goals,Tom Wilson,Over,0.5,,,,,,200.0,270.0,195.0,200.0,0.2893022593446771,3.7
fanduel,210.0,0.04374928977114467,Boston Bruins @ Florida Panthers,player_goals,Aleksander Barkov,Over,0.5,,,,,,160.0,210.0,155.0,160.0,0.3366933192810144,3.1
fanduel,280.0,0.07118524859498065,Dallas Stars @ Montréal Canadiens,player_goals,Nick Suzuki,Over,0.5,,,,,,210.0,280.0,200.0,210.0,0.281890854893416,3.8
fanduel,170.0,0.020420899450938723,Boston Bruins @ Florida Panthers,player_goals,David Pastrnak,Over,0.5,,,,,,140.0,170.0,125.0,130.0,0.3779336664633106,2.7
fanduel,200.0,0.034618270124394335,Minnesota Wild @ San Jose Sharks,player_goals,Joel Eriksson Ek,Over,0.5,,,,,,155.0,200.0,150.0,155.0,0.3448727567081314,3.0
