value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
ballybet,-235.0,-0.004157860363750432,Florida Panthers @ Colorado Avalanche,player_power_play_points,Aleksander Barkov,Under,0.5,-235.0,-350.0,,,,-320.0,,-350.0,,0.6985758292970706,1.425531914893617
draftkings,240.0,0.021066637896932194,Vancouver Canucks @ Montréal Canadiens,player_goal_scorer_anytime,J.T. Miller,Yes,,155.0,200.0,,160.0,240.0,230.0,210.0,210.0,210.0,0.3003137170285095,3.4
draftkings,750.0,0.24665418486928758,Florida Panthers @ Colorado Avalanche,player_goal_scorer_anytime,Juuso Parssinen,Yes,,375.0,500.0,,450.0,750.0,700.0,500.0,615.0,500.0,0.1466651982199162,8.5
draftkings,600.0,0.17836312431092294,Vancouver Canucks @ Montréal Canadiens,player_goal_scorer_anytime,Nils Hoglander,Yes,,330.0,425.0,,330.0,600.0,600.0,490.0,540.0,350.0,0.1683375891872747,7.0
draftkings,850.0,0.2826086956521734,Florida Panthers @ Colorado Avalanche,player_goal_scorer_anytime,Jere Innala,Yes,,375.0,700.0,,375.0,850.0,800.0,700.0,720.0,850.0,0.1350114416475972,9.5
ballybet,120.0,0.03520934243905516,Florida Panthers @ Colorado Avalanche,player_shots_on_goal,Sam Reinhart,Over,2.5,120.0,-105.0,-101.0,,100.0,-110.0,-102.0,-115.0,-105.0,0.4705497011086614,2.2
betmgm,750.0,0.20886968524019567,Vancouver Canucks @ Montréal Canadiens,player_goal_scorer_anytime,Max Sasson,Yes,,350.0,750.0,,360.0,600.0,600.0,750.0,530.0,575.0,0.1422199629694348,8.5
fanduel,750.0,0.20886968524019567,Vancouver Canucks @ Montréal Canadiens,player_goal_scorer_anytime,Max Sasson,Yes,,350.0,750.0,,360.0,600.0,600.0,750.0,530.0,575.0,0.1422199629694348,8.5
fanduel,650.0,0.16759075100834453,Vancouver Canucks @ Montréal Canadiens,player_goal_scorer_anytime,Phillip Di Giuseppe,Yes,,330.0,600.0,,330.0,550.0,550.0,650.0,495.0,525.0,0.1556787668011126,7.5
betmgm,700.0,0.1851033234776145,Vancouver Canucks @ Montréal Canadiens,player_goal_scorer_anytime,Dakota Joshua,Yes,,350.0,700.0,,360.0,550.0,550.0,650.0,490.0,525.0,0.1481379154347018,8.0
fanduel,195.0,0.020050907471156787,Washington Capitals @ Buffalo Sabres,player_goals,Tage Thompson,Over,0.5,,,,,,155.0,195.0,150.0,155.0,0.3457799686342904,2.95
draftkings,450.0,0.08112407211028605,New Jersey Devils @ Seattle Kraken,player_goal_scorer_anytime,Ondrej Palat,Yes,,310.0,340.0,,300.0,450.0,400.0,340.0,375.0,400.0,0.1965680131109611,5.5
ballybet,145.0,0.04201883856075095,Florida Panthers @ Colorado Avalanche,player_shots_on_goal,Aleksander Barkov,Over,2.5,145.0,115.0,120.0,,120.0,115.0,116.0,110.0,115.0,0.4253138116574493,2.45
draftkings,550.0,0.11688092830661101,New Jersey Devils @ Seattle Kraken,player_goal_scorer_anytime,Paul Cotter,Yes,,330.0,425.0,,330.0,550.0,550.0,460.0,490.0,525.0,0.171827835124094,6.5
draftkings,240.0,-0.0020665353714263146,New Jersey Devils @ Seattle Kraken,player_goal_scorer_anytime,Timo Meier,Yes,,185.0,195.0,,170.0,240.0,210.0,200.0,200.0,210.0,0.2935098425378158,3.4
ballybet,110.0,0.02176033141815026,New Jersey Devils @ Seattle Kraken,player_shots_on_goal,Nico Hischier,Over,2.5,110.0,-115.0,-109.0,,-110.0,-114.0,-108.0,-120.0,-115.0,0.4865525387705477,2.1
ballybet,-136.0,0.008084497832195447,Florida Panthers @ Colorado Avalanche,player_shots_on_goal,Matthew Tkachuk,Over,2.5,-136.0,-175.0,-164.0,,-162.0,-175.0,-164.0,-185.0,-170.0,0.5809300495982144,1.7352941176470589
fanduel,1800.0,0.5334612105711836,Florida Panthers @ Colorado Avalanche,player_goal_scorer_anytime,Uvis Balinskis,Yes,,750.0,,,750.0,1100.0,1000.0,1800.0,940.0,1200.0,0.0807084847669044,19.0
draftkings,650.0,0.14662821650399294,New Jersey Devils @ Seattle Kraken,player_goal_scorer_anytime,Tomas Tatar,Yes,,390.0,500.0,,380.0,650.0,650.0,500.0,585.0,650.0,0.1528837622005324,7.5
fanduel,380.0,0.08000912324939935,New Jersey Devils @ Seattle Kraken,player_goals,Matty Beniers,Over,0.5,,,,,,300.0,380.0,275.0,275.0,0.2250019006769582,4.8
fanduel,290.0,0.04644401203955706,Florida Panthers @ Colorado Avalanche,player_goals,Jonathan Drouin,Over,0.5,,,,,,240.0,290.0,215.0,220.0,0.2683189774460403,3.9
fanduel,195.0,-0.02495834462631341,New Jersey Devils @ Seattle Kraken,player_goal_scorer_anytime,Nico Hischier,Yes,,132.0,190.0,,130.0,185.0,175.0,195.0,165.0,170.0,0.3305225950419276,2.95
ballybet,-165.0,-0.013823152943978068,Florida Panthers @ Colorado Avalanche,player_power_play_points,Cale Makar,Under,0.5,-165.0,-200.0,,,,-200.0,,-220.0,,0.6140346406197873,1.606060606060606
