value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,avg_dejuiced_prob,book_decimal_odds
fanduel,190.0,0.04223933097875188,Ottawa Senators @ Carolina Hurricanes,player_goals,Brady Tkachuk,Over,0.5,,,,,,150.0,190.0,140.0,140.0,0.3593928727512937,2.9
ballybet,-112.0,0.014607688935184271,Ottawa Senators @ Carolina Hurricanes,player_shots_on_goal,Sebastian Aho,Over,2.5,-112.0,-140.0,-135.0,-135.0,,-140.0,-140.0,-145.0,-135.0,0.5360191564185879,1.8928571428571428
fanduel,470.0,0.08135373990049377,Ottawa Senators @ Carolina Hurricanes,player_goal_scorer_anytime,Eric Robinson,Yes,,265.0,450.0,,260.0,400.0,360.0,470.0,345.0,350.0,0.1897111824386831,5.7
fanduel,270.0,0.024821719086667304,Ottawa Senators @ Carolina Hurricanes,player_goals,Drake Batherson,Over,0.5,,,,,,230.0,270.0,210.0,210.0,0.2769788429963966,3.7
ballybet,120.0,0.013010499873676862,Ottawa Senators @ Carolina Hurricanes,player_shots_on_goal,Seth Jarvis,Over,2.5,120.0,100.0,104.0,100.0,,-102.0,104.0,-105.0,100.0,0.4604593181243985,2.2
betmgm,450.0,0.043411503412757124,Ottawa Senators @ Carolina Hurricanes,player_goal_scorer_anytime,Eric Robinson,Yes,,265.0,450.0,,260.0,400.0,360.0,470.0,345.0,350.0,0.1897111824386831,5.5
fanduel,270.0,0.012406290659541241,Ottawa Senators @ Carolina Hurricanes,player_goals,Josh Norris,Over,0.5,,,,,,230.0,270.0,215.0,220.0,0.273623321799876,3.7
fanduel,340.0,0.030687923795584604,Ottawa Senators @ Carolina Hurricanes,player_goals,Jack Roslovic,Over,0.5,,,,,,275.0,340.0,270.0,275.0,0.2342472554080874,4.4
ballybet,-136.0,-0.011126818157981666,Ottawa Senators @ Carolina Hurricanes,player_shots_on_goal,Martin Necas,Over,2.5,-136.0,-165.0,-156.0,-155.0,,-150.0,-152.0,-175.0,-165.0,0.5698591217394682,1.7352941176470589
betmgm,340.0,-0.010687369353564846,Ottawa Senators @ Carolina Hurricanes,player_goal_scorer_anytime,Jack Roslovic,Yes,,230.0,340.0,,230.0,310.0,275.0,340.0,270.0,275.0,0.2248437796923716,4.4
